,day_of_week,NEIGHBORHOOD_ID,TIME,GEO_LAT,GEO_LON
251,Saturday,washington-virginia-vale,16:00:00,39.7015336,-104.9115385
252,Thursday,five-points,04:00:00,39.7525889,-104.9919127
253,Sunday,capitol-hill,04:00:00,39.7308278,-104.9826021
254,Saturday,goldsmith,16:00:00,39.6761328,-104.9108064
255,Saturday,montbello,04:00:00,39.7805393,-104.8424113
256,Wednesday,globeville,04:00:00,39.7820483,-104.9781748
257,Sunday,speer,04:00:00,39.7200319,-104.9822942
258,Sunday,union-station,08:00:00,39.7522959,-104.9972177
259,Monday,northeast-park-hill,04:00:00,39.7625828,-104.9054343
260,Sunday,jefferson-park,12:00:00,39.7556664,-105.0160408
261,Thursday,north-capitol-hill,12:00:00,39.7403982,-104.9752666
262,Thursday,civic-center,12:00:00,39.7397729,-104.9935737
263,Thursday,washington-virginia-vale,12:00:00,39.7009491,-104.9061449
264,Sunday,windsor,12:00:00,39.706844,-104.8693577
265,Friday,lincoln-park,12:00:00,39.7295705,-105.0115099
266,Monday,barnum,08:00:00,39.7139113,-105.0303661
267,Saturday,elyria-swansea,04:00:00,39.7760439,-104.9768035
268,Sunday,washington-virginia-vale,12:00:00,39.6995606,-104.9046249
269,Saturday,capitol-hill,04:00:00,39.7320401,-104.98549799999999
270,Sunday,north-capitol-hill,12:00:00,39.7468645,-104.980478
271,Monday,north-capitol-hill,08:00:00,39.7450242,-104.98213100000001
272,Friday,union-station,08:00:00,39.7548928,-105.0023421
273,Thursday,congress-park,12:00:00,39.7311437,-104.9582551
274,Tuesday,capitol-hill,12:00:00,39.7300454,-104.9844922
275,Tuesday,hampden,08:00:00,39.6638999,-104.9158359
276,Saturday,north-capitol-hill,08:00:00,39.7468645,-104.980478
277,Sunday,five-points,04:00:00,39.754064,-104.9927663
278,Friday,westwood,04:00:00,39.7103148,-105.0464243
279,Saturday,sunnyside,04:00:00,39.779068,-105.0031453
280,Wednesday,dia,08:00:00,39.8492917,-104.6738123
281,Thursday,overland,12:00:00,39.6771312,-104.9968963
282,Saturday,harvey-park-south,08:00:00,39.6548266,-105.0521776
283,Saturday,washington-park-west,12:00:00,39.7109821,-104.9807366
284,Sunday,barnum,04:00:00,39.7245281,-105.03126200000001
285,Saturday,north-capitol-hill,12:00:00,39.7414858,-104.9766062
286,Sunday,windsor,04:00:00,39.706844,-104.8693577
287,Wednesday,ruby-hill,12:00:00,39.6965209,-105.0231262
288,Sunday,stapleton,12:00:00,39.7912858,-104.8703344
289,Saturday,hampden-south,16:00:00,39.6299901,-104.8997008
290,Sunday,baker,12:00:00,39.7106389,-104.9888824
291,Saturday,sunnyside,04:00:00,39.779068,-105.0031453
292,Saturday,washington-park-west,12:00:00,39.7110047,-104.9808786
293,Friday,lincoln-park,12:00:00,39.7280629,-104.9957986
294,Sunday,college-view-south-platte,04:00:00,39.6798203,-105.0089072
295,Tuesday,union-station,08:00:00,39.7504077,-104.99413
296,Tuesday,lowry-field,12:00:00,39.7175674,-104.8976717
297,Monday,elyria-swansea,12:00:00,39.7827111,-104.9637773
298,Monday,jefferson-park,12:00:00,39.7536253,-105.0163821
299,Sunday,berkeley,04:00:00,39.7728617,-105.0355957
300,Sunday,villa-park,08:00:00,39.7306004,-105.0466131
301,Monday,civic-center,12:00:00,39.737154,-104.9923126
302,Monday,city-park-west,08:00:00,39.7403218,-104.9644001
303,Saturday,five-points,08:00:00,39.7521149,-104.9777147
304,Tuesday,city-park-west,08:00:00,39.744572,-104.9663271
305,Thursday,montbello,12:00:00,39.793359,-104.8359351
306,Wednesday,five-points,08:00:00,39.7546983,-104.9883656
307,Friday,five-points,08:00:00,39.7676163,-104.97686999999999
308,Monday,west-colfax,12:00:00,39.735946000000006,-105.0474639
309,Sunday,jefferson-park,16:00:00,39.7574787,-105.0208549
310,Monday,mar-lee,04:00:00,39.6860143,-105.0305492
311,Friday,northeast-park-hill,12:00:00,39.7653118,-104.9401799
312,Thursday,civic-center,12:00:00,39.7397729,-104.9935737
313,Sunday,union-station,08:00:00,39.7522959,-104.9972177
314,Saturday,union-station,16:00:00,39.7532909,-104.9936575
315,Saturday,globeville,12:00:00,39.778178999999994,-104.9809788
316,Monday,stapleton,04:00:00,39.7740066,-104.8470371
317,Tuesday,baker,12:00:00,39.7059355,-104.9880956
318,Tuesday,rosedale,12:00:00,39.6711215,-104.9866798
319,Sunday,montclair,08:00:00,39.7401389,-104.9211358
320,Sunday,lowry-field,04:00:00,39.721914,-104.9026825
321,Thursday,goldsmith,16:00:00,39.6774095,-104.910817
322,Monday,hampden,12:00:00,39.6538497,-104.9142893
323,Saturday,union-station,08:00:00,39.7572338,-104.9989572
324,Saturday,hale,04:00:00,39.7399221,-104.9387077
325,Monday,cbd,12:00:00,39.7461273,-104.9914581
326,Sunday,hampden-south,16:00:00,39.6401042,-104.8986414
327,Saturday,union-station,08:00:00,39.7530543,-104.9999509
328,Monday,fort-logan,04:00:00,39.6316114,-105.0350703
329,Sunday,union-station,04:00:00,39.7545565,-105.0046243
330,Saturday,globeville,16:00:00,39.7832377,-104.9908793
331,Sunday,stapleton,04:00:00,39.7872579,-104.8821275
332,Sunday,sloan-lake,04:00:00,39.7572507,-105.0330955
333,Monday,hampden-south,08:00:00,39.6401042,-104.8986414
334,Sunday,westwood,12:00:00,39.6997661,-105.0404224
335,Saturday,montbello,04:00:00,39.7954802,-104.8328651
336,Friday,civic-center,08:00:00,39.7337919,-104.9906124
337,Saturday,washington-park-west,16:00:00,39.6971106,-104.9827298
338,Tuesday,westwood,12:00:00,39.7000288,-105.0277473
339,Tuesday,montbello,12:00:00,39.7805283,-104.8375084
340,Wednesday,five-points,12:00:00,39.7710796,-104.9803021
341,Sunday,athmar-park,08:00:00,39.7026156,-105.0177679
342,Wednesday,hampden,12:00:00,39.669973,-104.8737706
