,day_of_week,NEIGHBORHOOD_ID,TIME,GEO_LAT,GEO_LON
280,Wednesday,cbd,12:00:00,39.743463,-104.9879604
281,Tuesday,five-points,12:00:00,39.7549287,-104.9870586
282,Wednesday,windsor,08:00:00,39.6977531,-104.8805025
283,Monday,montbello,08:00:00,39.7856279,-104.8199782
284,Friday,goldsmith,12:00:00,39.6742206,-104.9149009
285,Tuesday,windsor,08:00:00,39.6977531,-104.8805025
286,Friday,goldsmith,16:00:00,39.6767774,-104.92173999999999
287,Wednesday,cbd,08:00:00,39.7404861,-104.9902615
288,Friday,cherry-creek,12:00:00,39.7156405,-104.9416924
289,Saturday,stapleton,04:00:00,39.7720033,-104.8944254
290,Saturday,washington-virginia-vale,08:00:00,39.7083893,-104.9083852
291,Sunday,rosedale,04:00:00,39.6699494,-104.9742869
292,Saturday,highland,08:00:00,39.758604,-105.0134133
293,Wednesday,dia,12:00:00,39.8329582,-104.700985
294,Monday,washington-park-west,16:00:00,39.7064282,-104.9777705
295,Wednesday,cherry-creek,12:00:00,39.7206932,-104.9566507
296,Monday,highland,12:00:00,39.7640216,-105.0238018
297,Friday,washington-virginia-vale,16:00:00,39.7035015,-104.9202865
298,Saturday,globeville,08:00:00,39.7907555,-104.9842627
299,Monday,sunnyside,12:00:00,39.7786649,-105.0224891
300,Tuesday,washington-park-west,12:00:00,39.7067802,-104.9866358
301,Tuesday,southmoor-park,12:00:00,39.6305433,-104.9080822
302,Wednesday,hampden-south,08:00:00,39.6523935,-104.89990700000001
303,Tuesday,washington-park-west,08:00:00,39.71074,-104.984371
304,Wednesday,university-park,12:00:00,39.6774137,-104.9455528
305,Wednesday,cherry-creek,12:00:00,39.7207407,-104.9592028
306,Monday,capitol-hill,12:00:00,39.7283371,-104.9744075
307,Friday,virginia-village,12:00:00,39.6886612,-104.9132739
308,Friday,globeville,12:00:00,39.7746692,-104.9919875
309,Monday,north-capitol-hill,16:00:00,39.7402535,-104.9810141
310,Monday,sunnyside,08:00:00,39.7755586,-105.0187639
311,Monday,washington-park-west,08:00:00,39.7053192,-104.987144
312,Saturday,montbello,08:00:00,39.7861874,-104.85301199999999
313,Wednesday,cherry-creek,12:00:00,39.7173717,-104.9496237
314,Tuesday,regis,12:00:00,39.7852867,-105.0266605
315,Thursday,city-park-west,12:00:00,39.7492446,-104.9687846
316,Tuesday,virginia-village,12:00:00,39.6879637,-104.9391196
317,Tuesday,fort-logan,12:00:00,39.6513188,-105.04026
318,Monday,valverde,08:00:00,39.7119385,-105.0137369
319,Friday,dia,12:00:00,39.8362105,-104.6972302
320,Wednesday,cory-merrill,12:00:00,39.6954617,-104.9538183
321,Tuesday,capitol-hill,08:00:00,39.7381165,-104.9819793
322,Friday,highland,08:00:00,39.7677257,-105.0014328
323,Saturday,harvey-park,12:00:00,39.6755066,-105.0548985
324,Monday,platt-park,12:00:00,39.6879695,-104.9760885
325,Saturday,gateway-green-valley-ranch,08:00:00,39.772363,-104.7608078
326,Saturday,bear-valley,12:00:00,39.6639369,-105.0807849
327,Tuesday,dia,04:00:00,39.8373671,-104.7132236
328,Monday,cbd,08:00:00,39.7475083,-104.9895846
329,Friday,ruby-hill,12:00:00,39.6857178,-105.0116765
330,Wednesday,dia,08:00:00,39.8492917,-104.6738123
331,Tuesday,west-colfax,12:00:00,39.7365131,-105.04859099999999
332,Monday,jefferson-park,12:00:00,39.7538875,-105.0248131
333,Wednesday,cherry-creek,12:00:00,39.7191719,-104.9477219
334,Thursday,westwood,12:00:00,39.7068097,-105.0472999
335,Friday,harvey-park,12:00:00,39.6811583,-105.0546672
336,Monday,ruby-hill,12:00:00,39.6861641,-105.0247884
337,Friday,cherry-creek,12:00:00,39.7179843,-104.9415636
338,Friday,speer,08:00:00,39.7125773,-104.9789084
339,Tuesday,gateway-green-valley-ranch,12:00:00,39.7699348,-104.7369267
340,Monday,montbello,16:00:00,39.7854597,-104.8475104
341,Sunday,cherry-creek,12:00:00,39.717526,-104.9526903
342,Thursday,sunnyside,12:00:00,39.773612,-105.01271499999999
343,Thursday,baker,12:00:00,39.7185805,-104.9925501
344,Monday,union-station,12:00:00,39.7525463,-105.0025081
345,Tuesday,rosedale,12:00:00,39.6766396,-104.9761055
346,Monday,mar-lee,12:00:00,39.6926323,-105.0282697
347,Friday,montbello,12:00:00,39.7934458,-104.8646104
348,Friday,cbd,12:00:00,39.743463,-104.9879604
349,Wednesday,windsor,12:00:00,39.7071058,-104.8877276
350,Friday,capitol-hill,12:00:00,39.7292802,-104.9871609
351,Thursday,university-park,12:00:00,39.6791638,-104.9412044
352,Saturday,cherry-creek,12:00:00,39.7189313,-104.9555766
353,Saturday,dia,12:00:00,39.8362105,-104.6972302
354,Friday,cherry-creek,12:00:00,39.7190601,-104.9561195
355,Wednesday,globeville,08:00:00,39.7734396,-104.98135900000001
356,Friday,athmar-park,12:00:00,39.7095316,-105.0246657
357,Thursday,college-view-south-platte,12:00:00,39.6741955,-105.0243578
358,Thursday,hampden-south,08:00:00,39.6378732,-104.8913742
359,Sunday,union-station,12:00:00,39.7537767,-105.0026381
360,Wednesday,capitol-hill,12:00:00,39.7350562,-104.984651
361,Tuesday,cbd,16:00:00,39.7438821,-104.9877618
362,Friday,sloan-lake,12:00:00,39.7480881,-105.0396327
363,Monday,speer,12:00:00,39.7214313,-104.9871329
364,Monday,speer,08:00:00,39.726017999999996,-104.9869749
365,Tuesday,speer,12:00:00,39.726017999999996,-104.9869749
366,Monday,sloan-lake,08:00:00,39.7578278,-105.0257076
367,Friday,montbello,12:00:00,39.7794042,-104.8290474
368,Friday,highland,08:00:00,39.7671128,-105.0211163
369,Tuesday,skyland,12:00:00,39.7589588,-104.9576809
370,Thursday,dia,12:00:00,39.8365037,-104.7044378
371,Friday,dia,16:00:00,39.8373592,-104.7112189
372,Saturday,dia,12:00:00,39.8308745,-104.6953224
373,Tuesday,cbd,12:00:00,39.7461941,-104.9897577
374,Monday,northeast-park-hill,12:00:00,39.7676985,-104.9278558
375,Monday,hampden,04:00:00,39.6541747,-104.8683674
376,Friday,overland,08:00:00,39.6814897,-104.9902707
377,Monday,mar-lee,12:00:00,39.6940296,-105.0255063
378,Wednesday,congress-park,12:00:00,39.7311077,-104.9469772
379,Monday,westwood,12:00:00,39.7004345,-105.0393482
380,Monday,marston,12:00:00,39.615159000000006,-105.0683257
381,Friday,southmoor-park,08:00:00,39.6520062,-104.9200972
382,Tuesday,skyland,12:00:00,39.7553083,-104.9413837
383,Tuesday,west-highland,12:00:00,39.7689547,-105.0481473
384,Monday,windsor,12:00:00,39.7080982,-104.8713333
385,Thursday,villa-park,16:00:00,39.7329447,-105.05303
386,Monday,regis,12:00:00,39.7865226,-105.0274812
387,Friday,harvey-park-south,12:00:00,39.6585556,-105.0445138
388,Thursday,north-capitol-hill,04:00:00,39.7401437,-104.9803997
389,Wednesday,clayton,12:00:00,39.7667736,-104.9533125
390,Tuesday,westwood,12:00:00,39.6977148,-105.0271197
391,Tuesday,university,12:00:00,39.6775296,-104.9725283
392,Monday,skyland,12:00:00,39.7574556,-104.9508349
393,Thursday,virginia-village,12:00:00,39.6921519,-104.9303089
394,Friday,lowry-field,12:00:00,39.7172976,-104.8905963
395,Monday,platt-park,12:00:00,39.6878431,-104.9754534
396,Wednesday,whittier,04:00:00,39.7599729,-104.9730357
397,Tuesday,lincoln-park,12:00:00,39.7270651,-104.994853
398,Wednesday,hampden,12:00:00,39.6547735,-104.9058073
399,Friday,harvey-park,12:00:00,39.6774709,-105.058922
400,Tuesday,hilltop,12:00:00,39.7243952,-104.9123706
401,Wednesday,congress-park,12:00:00,39.7378588,-104.9464831
402,Friday,hilltop,08:00:00,39.7219328,-104.9342514
403,Monday,montbello,12:00:00,39.7810685,-104.8442708
404,Wednesday,ruby-hill,08:00:00,39.6845426,-105.0096487
405,Tuesday,hampden,08:00:00,39.6692771,-104.8709598
406,Wednesday,westwood,12:00:00,39.7007927,-105.0453237
407,Tuesday,montbello,12:00:00,39.7959565,-104.8168316
408,Thursday,elyria-swansea,08:00:00,39.7811376,-104.9648603
409,Thursday,northeast-park-hill,08:00:00,39.7733197,-104.9197838
410,Wednesday,university,08:00:00,39.6859735,-104.9681086
411,Sunday,platt-park,12:00:00,39.6890059,-104.9801067
412,Friday,barnum,12:00:00,39.7180845,-105.0346146
413,Wednesday,windsor,12:00:00,39.7058532,-104.8828514
414,Thursday,highland,04:00:00,39.7577867,-105.0189677
415,Thursday,southmoor-park,12:00:00,39.6497169,-104.9314025
416,Sunday,gateway-green-valley-ranch,08:00:00,39.7850496,-104.7701569
417,Monday,mar-lee,12:00:00,39.69379,-105.0440649
418,Monday,hampden,12:00:00,39.6564446,-104.8970168
419,Wednesday,union-station,16:00:00,39.7477938,-104.9978795
420,Monday,hampden,12:00:00,39.6539598,-104.8890043
421,Friday,goldsmith,08:00:00,39.6757502,-104.9199828
422,Wednesday,hampden-south,12:00:00,39.6489984,-104.8963349
423,Thursday,sun-valley,08:00:00,39.7351841,-105.0241256
424,Sunday,west-colfax,16:00:00,39.7370449,-105.0412946
425,Thursday,stapleton,12:00:00,39.773709999999994,-104.9017787
426,Saturday,college-view-south-platte,04:00:00,39.6775181,-105.0211591
427,Monday,cherry-creek,08:00:00,39.7222058,-104.9530804
428,Thursday,stapleton,08:00:00,39.7514606,-104.8917754
429,Friday,capitol-hill,08:00:00,39.7381165,-104.9819793
430,Saturday,barnum-west,08:00:00,39.7154333,-105.0453141
431,Wednesday,mar-lee,12:00:00,39.6919323,-105.0528719
432,Thursday,globeville,12:00:00,39.7854295,-104.9911374
433,Saturday,mar-lee,12:00:00,39.6939901,-105.0503925
434,Saturday,westwood,08:00:00,39.7088492,-105.0304248
435,Monday,north-capitol-hill,12:00:00,39.7437041,-104.9866002
436,Thursday,cherry-creek,12:00:00,39.7180824,-104.9501371
437,Friday,university-hills,08:00:00,39.6800863,-104.9366031
438,Monday,virginia-village,08:00:00,39.6945489,-104.9389568
439,Tuesday,north-capitol-hill,12:00:00,39.7413357,-104.9867704
440,Saturday,lincoln-park,08:00:00,39.7396691,-105.0046655
