,OFFENSE_CATEGORY_ID,TIME,NEIGHBORHOOD_ID
43280,larceny,20:00:00,washington-park-west
333538,drug-alcohol,20:00:00,civic-center
369015,larceny,20:00:00,montbello
400179,larceny,20:00:00,college-view-south-platte
82947,auto-theft,20:00:00,university-hills
394631,auto-theft,20:00:00,overland
489050,public-disorder,20:00:00,five-points
434374,other-crimes-against-persons,12:00:00,belcaro
154417,public-disorder,16:00:00,mar-lee
260143,all-other-crimes,12:00:00,elyria-swansea
93642,larceny,16:00:00,gateway-green-valley-ranch
177292,other-crimes-against-persons,20:00:00,cheesman-park
283708,all-other-crimes,23:59:00,northeast-park-hill
356208,auto-theft,08:00:00,union-station
274495,all-other-crimes,12:00:00,five-points
528066,all-other-crimes,04:00:00,mar-lee
77213,public-disorder,04:00:00,chaffee-park
284971,larceny,04:00:00,cory-merrill
463852,all-other-crimes,20:00:00,globeville
470474,drug-alcohol,16:00:00,westwood
107214,other-crimes-against-persons,23:59:00,gateway-green-valley-ranch
93675,larceny,20:00:00,baker
150992,burglary,20:00:00,windsor
281164,all-other-crimes,20:00:00,westwood
527421,larceny,23:59:00,cherry-creek
344284,sexual-assault,04:00:00,windsor
48350,white-collar-crime,20:00:00,dia
12583,larceny,20:00:00,jefferson-park
438162,theft-from-motor-vehicle,04:00:00,speer
394980,all-other-crimes,08:00:00,dia
464316,public-disorder,04:00:00,montclair
380273,all-other-crimes,12:00:00,berkeley
390575,all-other-crimes,12:00:00,westwood
156211,larceny,12:00:00,five-points
2901,larceny,16:00:00,baker
83577,aggravated-assault,04:00:00,valverde
82546,all-other-crimes,20:00:00,west-colfax
79285,drug-alcohol,23:59:00,west-colfax
242265,burglary,16:00:00,northeast-park-hill
483238,public-disorder,20:00:00,athmar-park
356077,all-other-crimes,16:00:00,north-capitol-hill
233990,all-other-crimes,16:00:00,montbello
12503,other-crimes-against-persons,04:00:00,westwood
377937,other-crimes-against-persons,23:59:00,marston
204575,other-crimes-against-persons,16:00:00,globeville
487336,public-disorder,16:00:00,washington-park
398381,robbery,23:59:00,five-points
154392,drug-alcohol,16:00:00,cbd
364322,all-other-crimes,16:00:00,fort-logan
18825,other-crimes-against-persons,20:00:00,city-park-west
213213,all-other-crimes,16:00:00,cbd
368281,all-other-crimes,04:00:00,baker
309677,all-other-crimes,16:00:00,east-colfax
182926,all-other-crimes,08:00:00,cbd
328213,public-disorder,23:59:00,lincoln-park
186692,all-other-crimes,20:00:00,college-view-south-platte
93821,drug-alcohol,20:00:00,whittier
325234,aggravated-assault,20:00:00,cheesman-park
472038,all-other-crimes,23:59:00,villa-park
23397,sexual-assault,04:00:00,stapleton
110381,all-other-crimes,23:59:00,villa-park
378921,other-crimes-against-persons,04:00:00,westwood
75729,all-other-crimes,16:00:00,regis
325692,drug-alcohol,23:59:00,university
390690,sexual-assault,23:59:00,mar-lee
516372,all-other-crimes,12:00:00,jefferson-park
6063,auto-theft,23:59:00,westwood
496794,larceny,16:00:00,highland
344441,auto-theft,23:59:00,washington-virginia-vale
61629,other-crimes-against-persons,23:59:00,westwood
517411,larceny,20:00:00,belcaro
333197,drug-alcohol,04:00:00,overland
322629,all-other-crimes,08:00:00,civic-center
369290,theft-from-motor-vehicle,04:00:00,gateway-green-valley-ranch
487632,white-collar-crime,12:00:00,sunnyside
228900,drug-alcohol,20:00:00,capitol-hill
247757,all-other-crimes,20:00:00,montbello
498457,public-disorder,12:00:00,berkeley
483981,white-collar-crime,12:00:00,montclair
300018,theft-from-motor-vehicle,04:00:00,university-park
21648,all-other-crimes,23:59:00,westwood
93518,other-crimes-against-persons,23:59:00,fort-logan
191833,auto-theft,23:59:00,dia
7068,larceny,20:00:00,goldsmith
248838,auto-theft,12:00:00,clayton
33446,public-disorder,23:59:00,cbd
382842,theft-from-motor-vehicle,12:00:00,globeville
410052,larceny,08:00:00,west-colfax
187169,robbery,04:00:00,harvey-park
207708,other-crimes-against-persons,20:00:00,gateway-green-valley-ranch
259917,other-crimes-against-persons,20:00:00,northeast-park-hill
201605,other-crimes-against-persons,20:00:00,stapleton
418417,all-other-crimes,23:59:00,north-capitol-hill
508666,robbery,20:00:00,city-park-west
56878,all-other-crimes,20:00:00,baker
223029,all-other-crimes,20:00:00,south-park-hill
449338,larceny,20:00:00,union-station
304362,larceny,20:00:00,montclair
251961,larceny,23:59:00,west-highland
281634,larceny,16:00:00,stapleton
13377,burglary,12:00:00,capitol-hill
477391,drug-alcohol,23:59:00,valverde
23613,public-disorder,20:00:00,kennedy
317096,larceny,20:00:00,stapleton
159953,all-other-crimes,23:59:00,civic-center
258355,theft-from-motor-vehicle,20:00:00,west-colfax
264022,larceny,20:00:00,capitol-hill
296391,larceny,20:00:00,auraria
