,OFFENSE_CATEGORY_ID,TIME,NEIGHBORHOOD_ID
243452,all-other-crimes,20:00:00,union-station
302686,theft-from-motor-vehicle,04:00:00,washington-park-west
5640,all-other-crimes,08:00:00,dia
41013,robbery,16:00:00,montbello
512077,aggravated-assault,20:00:00,montbello
384954,theft-from-motor-vehicle,23:59:00,barnum-west
265422,larceny,04:00:00,capitol-hill
270530,sexual-assault,04:00:00,clayton
16113,all-other-crimes,20:00:00,south-park-hill
248871,all-other-crimes,16:00:00,globeville
188695,auto-theft,12:00:00,five-points
75969,all-other-crimes,23:59:00,barnum
155771,all-other-crimes,04:00:00,whittier
99368,theft-from-motor-vehicle,16:00:00,chaffee-park
16566,all-other-crimes,16:00:00,northeast-park-hill
246116,all-other-crimes,20:00:00,northeast-park-hill
378209,public-disorder,12:00:00,hilltop
202547,all-other-crimes,04:00:00,city-park-west
483569,other-crimes-against-persons,12:00:00,five-points
451236,all-other-crimes,20:00:00,east-colfax
355235,murder,20:00:00,speer
491835,theft-from-motor-vehicle,16:00:00,capitol-hill
101888,white-collar-crime,08:00:00,montbello
464793,larceny,12:00:00,east-colfax
170258,auto-theft,04:00:00,baker
5407,all-other-crimes,16:00:00,platt-park
155825,all-other-crimes,20:00:00,auraria
267115,drug-alcohol,20:00:00,five-points
388569,drug-alcohol,08:00:00,cbd
283959,theft-from-motor-vehicle,08:00:00,gateway-green-valley-ranch
457513,public-disorder,12:00:00,dia
38427,all-other-crimes,23:59:00,cole
459723,auto-theft,23:59:00,lincoln-park
3890,aggravated-assault,04:00:00,five-points
172457,all-other-crimes,12:00:00,lincoln-park
182428,sexual-assault,04:00:00,athmar-park
24025,drug-alcohol,20:00:00,capitol-hill
361215,all-other-crimes,20:00:00,five-points
82342,public-disorder,16:00:00,cbd
406200,all-other-crimes,04:00:00,lincoln-park
479756,other-crimes-against-persons,20:00:00,east-colfax
131584,theft-from-motor-vehicle,20:00:00,hale
517465,larceny,12:00:00,northeast-park-hill
413963,public-disorder,08:00:00,washington-virginia-vale
86423,larceny,20:00:00,westwood
170437,theft-from-motor-vehicle,04:00:00,gateway-green-valley-ranch
198457,burglary,04:00:00,jefferson-park
184891,drug-alcohol,20:00:00,west-colfax
500734,larceny,12:00:00,capitol-hill
525303,all-other-crimes,16:00:00,cbd
153949,all-other-crimes,20:00:00,five-points
442311,all-other-crimes,16:00:00,marston
499306,larceny,20:00:00,stapleton
17742,aggravated-assault,16:00:00,washington-virginia-vale
278844,larceny,08:00:00,north-capitol-hill
172948,all-other-crimes,23:59:00,bear-valley
5092,all-other-crimes,12:00:00,jefferson-park
477687,all-other-crimes,04:00:00,cherry-creek
392257,larceny,04:00:00,highland
463897,larceny,12:00:00,north-capitol-hill
144164,white-collar-crime,12:00:00,cory-merrill
495814,other-crimes-against-persons,20:00:00,union-station
101395,other-crimes-against-persons,12:00:00,marston
66359,all-other-crimes,23:59:00,goldsmith
176097,burglary,12:00:00,regis
188710,theft-from-motor-vehicle,12:00:00,sun-valley
290619,public-disorder,16:00:00,villa-park
193483,theft-from-motor-vehicle,23:59:00,five-points
186635,all-other-crimes,23:59:00,civic-center
357115,all-other-crimes,16:00:00,villa-park
146679,all-other-crimes,08:00:00,westwood
100981,other-crimes-against-persons,04:00:00,wellshire
389506,theft-from-motor-vehicle,20:00:00,highland
57392,auto-theft,16:00:00,north-park-hill
204235,sexual-assault,20:00:00,washington-park-west
408620,all-other-crimes,20:00:00,elyria-swansea
444602,auto-theft,16:00:00,ruby-hill
489564,larceny,20:00:00,stapleton
97551,public-disorder,23:59:00,college-view-south-platte
517805,aggravated-assault,16:00:00,overland
386103,drug-alcohol,16:00:00,montbello
344529,auto-theft,20:00:00,highland
528005,public-disorder,16:00:00,five-points
391743,sexual-assault,04:00:00,civic-center
217959,auto-theft,20:00:00,regis
470642,all-other-crimes,23:59:00,highland
386678,theft-from-motor-vehicle,23:59:00,speer
379902,theft-from-motor-vehicle,04:00:00,highland
454593,all-other-crimes,16:00:00,civic-center
85503,theft-from-motor-vehicle,20:00:00,union-station
435187,public-disorder,16:00:00,baker
351083,drug-alcohol,16:00:00,montbello
178913,public-disorder,12:00:00,baker
510394,larceny,16:00:00,west-highland
443377,all-other-crimes,12:00:00,westwood
304226,other-crimes-against-persons,12:00:00,ruby-hill
368201,drug-alcohol,16:00:00,capitol-hill
72124,all-other-crimes,20:00:00,north-capitol-hill
336995,all-other-crimes,04:00:00,cheesman-park
74728,other-crimes-against-persons,16:00:00,jefferson-park
266989,all-other-crimes,12:00:00,capitol-hill
495219,theft-from-motor-vehicle,16:00:00,lowry-field
14811,theft-from-motor-vehicle,23:59:00,washington-virginia-vale
74653,drug-alcohol,12:00:00,ruby-hill
253807,all-other-crimes,08:00:00,bear-valley
353675,public-disorder,04:00:00,villa-park
336312,theft-from-motor-vehicle,23:59:00,gateway-green-valley-ranch
502085,all-other-crimes,16:00:00,ruby-hill
160499,auto-theft,04:00:00,west-colfax
91547,public-disorder,04:00:00,sunnyside
349838,all-other-crimes,20:00:00,auraria
146765,aggravated-assault,23:59:00,washington-virginia-vale
