,day_of_week,NEIGHBORHOOD_ID,TIME
30375,Friday,east-colfax,04:00:00
9302,Tuesday,athmar-park,12:00:00
31511,Wednesday,capitol-hill,20:00:00
40961,Friday,washington-park,20:00:00
33729,Wednesday,congress-park,20:00:00
23210,Friday,jefferson-park,16:00:00
32122,Thursday,westwood,23:59:00
19462,Friday,capitol-hill,04:00:00
27477,Saturday,hampden,04:00:00
48933,Wednesday,cheesman-park,20:00:00
5468,Wednesday,city-park-west,08:00:00
16725,Monday,gateway-green-valley-ranch,04:00:00
9871,Sunday,west-colfax,16:00:00
4540,Wednesday,north-capitol-hill,12:00:00
11717,Saturday,gateway-green-valley-ranch,12:00:00
21564,Saturday,stapleton,23:59:00
8859,Monday,windsor,08:00:00
1546,Friday,capitol-hill,08:00:00
6872,Wednesday,mar-lee,08:00:00
22303,Friday,athmar-park,23:59:00
47167,Monday,union-station,16:00:00
32266,Sunday,hampden-south,16:00:00
43906,Sunday,sun-valley,20:00:00
34575,Wednesday,south-park-hill,20:00:00
5720,Tuesday,cbd,12:00:00
10478,Friday,north-capitol-hill,12:00:00
51830,Wednesday,university,16:00:00
29604,Friday,sloan-lake,23:59:00
48246,Sunday,cbd,20:00:00
41298,Wednesday,cbd,20:00:00
10205,Saturday,barnum,12:00:00
14081,Thursday,west-colfax,04:00:00
49308,Friday,jefferson-park,20:00:00
52745,Monday,cbd,23:59:00
9489,Tuesday,baker,16:00:00
46494,Saturday,five-points,20:00:00
49358,Saturday,south-park-hill,04:00:00
2231,Tuesday,harvey-park,12:00:00
48448,Monday,speer,23:59:00
44311,Saturday,gateway-green-valley-ranch,04:00:00
46676,Friday,north-capitol-hill,23:59:00
27617,Saturday,ruby-hill,20:00:00
24553,Sunday,montbello,23:59:00
8391,Saturday,globeville,04:00:00
812,Monday,barnum,04:00:00
40952,Monday,westwood,16:00:00
53192,Friday,whittier,23:59:00
43732,Tuesday,stapleton,23:59:00
46057,Thursday,north-park-hill,16:00:00
40847,Saturday,washington-park,23:59:00
12594,Thursday,berkeley,04:00:00
11948,Saturday,northeast-park-hill,08:00:00
6387,Thursday,regis,12:00:00
46208,Saturday,west-colfax,20:00:00
49765,Saturday,barnum,23:59:00
18212,Monday,villa-park,16:00:00
13501,Saturday,highland,08:00:00
30160,Saturday,barnum-west,23:59:00
21441,Tuesday,dia,16:00:00
44576,Thursday,globeville,16:00:00
35160,Thursday,civic-center,16:00:00
14663,Saturday,city-park,12:00:00
34368,Monday,sloan-lake,16:00:00
42851,Thursday,baker,23:59:00
46488,Thursday,cbd,20:00:00
49224,Saturday,hale,23:59:00
27394,Friday,montbello,20:00:00
17743,Tuesday,stapleton,12:00:00
19075,Thursday,goldsmith,08:00:00
339,Tuesday,montbello,12:00:00
13138,Tuesday,valverde,04:00:00
39846,Friday,harvey-park-south,16:00:00
24309,Friday,jefferson-park,23:59:00
48669,Thursday,westwood,20:00:00
44029,Saturday,montbello,20:00:00
19333,Saturday,bear-valley,04:00:00
28042,Saturday,northeast-park-hill,20:00:00
7550,Tuesday,cbd,12:00:00
46929,Monday,harvey-park-south,23:59:00
666,Thursday,baker,12:00:00
38250,Tuesday,baker,04:00:00
7579,Saturday,cherry-creek,08:00:00
10444,Saturday,valverde,04:00:00
52119,Friday,east-colfax,16:00:00
20315,Tuesday,city-park-west,12:00:00
4820,Friday,platt-park,16:00:00
15108,Saturday,stapleton,12:00:00
1603,Monday,bear-valley,12:00:00
25860,Saturday,sunnyside,23:59:00
11044,Saturday,montbello,04:00:00
39323,Wednesday,west-colfax,04:00:00
6867,Tuesday,westwood,08:00:00
31004,Wednesday,east-colfax,16:00:00
23320,Tuesday,hampden,23:59:00
16899,Tuesday,montbello,04:00:00
3190,Wednesday,five-points,08:00:00
11195,Tuesday,globeville,12:00:00
34943,Wednesday,cherry-creek,20:00:00
6460,Wednesday,cherry-creek,04:00:00
22425,Monday,city-park-west,20:00:00
46780,Sunday,speer,16:00:00
24035,Monday,speer,23:59:00
53687,Wednesday,lincoln-park,16:00:00
52836,Thursday,overland,20:00:00
33351,Saturday,stapleton,20:00:00
20832,Thursday,lincoln-park,16:00:00
50973,Saturday,villa-park,20:00:00
53874,Sunday,stapleton,23:59:00
10786,Saturday,civic-center,08:00:00
20733,Saturday,overland,04:00:00
19888,Sunday,city-park-west,16:00:00
29353,Friday,gateway-green-valley-ranch,23:59:00
40784,Saturday,five-points,23:59:00
44396,Sunday,mar-lee,20:00:00
43748,Saturday,east-colfax,23:59:00
33084,Friday,university-hills,23:59:00
34666,Sunday,goldsmith,04:00:00
23784,Saturday,harvey-park,23:59:00
17953,Sunday,auraria,04:00:00
15334,Monday,west-highland,12:00:00
35836,Friday,union-station,20:00:00
23787,Friday,west-colfax,23:59:00
16352,Tuesday,east-colfax,12:00:00
47394,Monday,civic-center,23:59:00
13256,Saturday,montbello,04:00:00
27093,Thursday,harvey-park,04:00:00
51771,Friday,goldsmith,16:00:00
44011,Tuesday,lincoln-park,23:59:00
29294,Tuesday,lincoln-park,16:00:00
24204,Thursday,west-colfax,16:00:00
53000,Saturday,five-points,20:00:00
30237,Thursday,baker,16:00:00
36281,Sunday,highland,23:59:00
8607,Wednesday,cbd,12:00:00
17640,Wednesday,globeville,08:00:00
50834,Tuesday,lincoln-park,20:00:00
672,Thursday,sun-valley,04:00:00
24295,Friday,washington-park-west,16:00:00
8593,Monday,lowry-field,08:00:00
37419,Friday,civic-center,04:00:00
51543,Wednesday,west-colfax,23:59:00
8014,Monday,speer,12:00:00
6260,Friday,valverde,04:00:00
18309,Monday,clayton,04:00:00
42855,Saturday,gateway-green-valley-ranch,20:00:00
11884,Wednesday,lincoln-park,08:00:00
21683,Thursday,montbello,20:00:00
27199,Thursday,west-colfax,23:59:00
38112,Tuesday,harvey-park-south,23:59:00
34345,Friday,harvey-park-south,16:00:00
33835,Saturday,civic-center,04:00:00
50551,Friday,capitol-hill,23:59:00
52527,Saturday,cherry-creek,20:00:00
2170,Thursday,congress-park,04:00:00
28434,Tuesday,kennedy,04:00:00
39839,Thursday,west-colfax,20:00:00
7770,Sunday,overland,04:00:00
17518,Friday,barnum,04:00:00
53700,Sunday,civic-center,16:00:00
43217,Friday,lincoln-park,16:00:00
15574,Monday,montbello,12:00:00
29624,Monday,cheesman-park,23:59:00
41355,Wednesday,cbd,16:00:00
23211,Friday,barnum-west,23:59:00
6805,Friday,university,08:00:00
7707,Wednesday,capitol-hill,08:00:00
44643,Wednesday,highland,20:00:00
46573,Thursday,capitol-hill,04:00:00
38852,Saturday,montbello,23:59:00
50964,Thursday,west-colfax,23:59:00
53495,Monday,villa-park,23:59:00
41069,Thursday,cbd,23:59:00
53950,Wednesday,east-colfax,04:00:00
27019,Sunday,highland,20:00:00
33581,Tuesday,washington-park,16:00:00
33952,Saturday,west-colfax,23:59:00
34546,Saturday,lincoln-park,23:59:00
8755,Saturday,cbd,08:00:00
48293,Saturday,capitol-hill,16:00:00
27946,Thursday,mar-lee,20:00:00
50830,Friday,washington-park,20:00:00
28584,Wednesday,auraria,16:00:00
26909,Thursday,ruby-hill,20:00:00
3108,Friday,cole,04:00:00
32700,Thursday,auraria,16:00:00
5294,Tuesday,auraria,08:00:00
30640,Friday,harvey-park-south,20:00:00
13723,Monday,valverde,04:00:00
9476,Thursday,speer,16:00:00
47658,Sunday,civic-center,16:00:00
17384,Saturday,cheesman-park,16:00:00
42250,Friday,washington-park-west,16:00:00
33549,Saturday,east-colfax,20:00:00
15824,Thursday,congress-park,04:00:00
41371,Sunday,lowry-field,20:00:00
31664,Friday,five-points,23:59:00
29141,Monday,gateway-green-valley-ranch,20:00:00
42539,Sunday,goldsmith,20:00:00
19526,Tuesday,athmar-park,12:00:00
18894,Monday,capitol-hill,08:00:00
33449,Tuesday,five-points,20:00:00
48942,Friday,north-capitol-hill,23:59:00
25745,Saturday,union-station,23:59:00
1885,Wednesday,overland,12:00:00
237,Sunday,goldsmith,04:00:00
37705,Saturday,gateway-green-valley-ranch,20:00:00
52522,Thursday,mar-lee,23:59:00
51183,Wednesday,city-park-west,20:00:00
17888,Sunday,westwood,04:00:00
16846,Sunday,hilltop,16:00:00
2157,Monday,northeast-park-hill,04:00:00
31790,Tuesday,west-colfax,23:59:00
43203,Friday,east-colfax,16:00:00
11579,Sunday,north-park-hill,04:00:00
14668,Sunday,washington-virginia-vale,08:00:00
11895,Tuesday,west-colfax,12:00:00
1513,Sunday,montbello,04:00:00
23108,Thursday,baker,23:59:00
48535,Monday,montclair,20:00:00
39022,Thursday,cbd,23:59:00
22296,Saturday,northeast-park-hill,04:00:00
776,Saturday,union-station,12:00:00
36627,Wednesday,hampden,16:00:00
3014,Friday,westwood,16:00:00
10975,Sunday,north-capitol-hill,16:00:00
50728,Friday,harvey-park-south,23:59:00
28751,Monday,harvey-park,20:00:00
21237,Sunday,marston,08:00:00
51185,Sunday,virginia-village,20:00:00
43889,Saturday,globeville,16:00:00
34185,Sunday,kennedy,23:59:00
52260,Monday,baker,16:00:00
47092,Wednesday,montbello,20:00:00
50354,Wednesday,cheesman-park,23:59:00
17017,Saturday,lowry-field,04:00:00
10967,Sunday,barnum-west,16:00:00
45512,Saturday,university-park,23:59:00
6714,Thursday,harvey-park-south,08:00:00
24837,Thursday,lincoln-park,23:59:00
49945,Thursday,speer,04:00:00
15039,Monday,west-highland,12:00:00
17216,Wednesday,westwood,12:00:00
9549,Tuesday,north-capitol-hill,08:00:00
9035,Wednesday,bear-valley,12:00:00
49403,Sunday,berkeley,20:00:00
