,day_of_week,NEIGHBORHOOD_ID,TIME,GEO_LON,GEO_LAT
2035,Sunday,westwood,12:00:00,-105.042375,39.7098791
2036,Thursday,villa-park,04:00:00,-105.0390921,39.725907
2037,Saturday,west-colfax,04:00:00,-105.0299586,39.7439512
2038,Tuesday,five-points,08:00:00,-104.9775385,39.7480841
2039,Monday,five-points,16:00:00,-104.9886405,39.7545595
2040,Sunday,cheesman-park,04:00:00,-104.9684684,39.7384076
2041,Sunday,union-station,04:00:00,-104.9952898,39.7518292
2042,Sunday,washington-virginia-vale,12:00:00,-104.9123867,39.7021061
2043,Monday,north-capitol-hill,04:00:00,-104.9823336,39.7416759
2044,Monday,cbd,04:00:00,-104.9909308,39.7442994
2045,Friday,westwood,12:00:00,-105.0250953,39.7111723
2046,Friday,valverde,12:00:00,-105.0141663,39.7115257
2047,Monday,virginia-village,04:00:00,-104.9402383,39.6871509
2048,Sunday,valverde,08:00:00,-105.0247476,39.7231541
2049,Friday,sun-valley,16:00:00,-105.0246294,39.7332425
2050,Friday,city-park-west,04:00:00,-104.9638461,39.7430124
2051,Sunday,auraria,04:00:00,-105.0074385,39.7524188
2052,Thursday,auraria,04:00:00,-105.0015351,39.7478313
2053,Thursday,belcaro,04:00:00,-104.9399941,39.696827
2054,Friday,cheesman-park,04:00:00,-104.9726507,39.7321864
2055,Monday,westwood,16:00:00,-105.0250953,39.7111723
2056,Sunday,capitol-hill,08:00:00,-104.9807265,39.7373176
2057,Wednesday,lincoln-park,08:00:00,-105.005277,39.7321167
2058,Friday,cheesman-park,04:00:00,-104.9601405,39.7356381
2059,Wednesday,dia,04:00:00,-104.6738123,39.8492917
2060,Sunday,union-station,04:00:00,-104.9997354,39.752853
2061,Sunday,west-colfax,04:00:00,-105.0257157,39.7429733
2062,Friday,cbd,08:00:00,-104.9894999,39.7454627
2063,Sunday,east-colfax,04:00:00,-104.8915988,39.7394271
2064,Monday,cory-merrill,16:00:00,-104.9410185,39.6895787
2065,Wednesday,five-points,16:00:00,-104.99138400000001,39.7538878
2066,Wednesday,city-park,04:00:00,-104.9590553,39.7403303
2067,Wednesday,skyland,12:00:00,-104.9597526,39.7619909
2068,Saturday,west-colfax,16:00:00,-105.0424906,39.7401215
2069,Sunday,cbd,12:00:00,-104.9961876,39.7481544
2070,Saturday,north-capitol-hill,04:00:00,-104.9803997,39.7401437
2071,Saturday,hale,04:00:00,-104.9396843,39.7289566
2072,Sunday,university-park,04:00:00,-104.9407346,39.6765975
2073,Thursday,dia,08:00:00,-104.7706941,39.822671
2074,Wednesday,sunnyside,12:00:00,-105.0248279,39.7763711
2075,Monday,five-points,12:00:00,-104.9861591,39.7510046
2076,Tuesday,westwood,08:00:00,-105.0262011,39.7005881
2077,Thursday,union-station,12:00:00,-105.0038863,39.7507896
2078,Wednesday,hampden-south,12:00:00,-104.8823661,39.6527803
2079,Tuesday,five-points,08:00:00,-104.9867084,39.7493296
2080,Sunday,capitol-hill,04:00:00,-104.98211599999999,39.7398383
2081,Monday,villa-park,08:00:00,-105.0489933,39.7270352
2082,Saturday,city-park-west,04:00:00,-104.9675623,39.7434768
2083,Saturday,hampden,16:00:00,-104.8707133,39.6555572
2084,Thursday,westwood,04:00:00,-105.0489864,39.6993463
2085,Monday,north-capitol-hill,04:00:00,-104.9822436,39.7408492
2086,Friday,stapleton,16:00:00,-104.8475122,39.7707452
2087,Thursday,montbello,04:00:00,-104.8415922,39.7817564
2088,Tuesday,mar-lee,08:00:00,-105.026205,39.6858102
2089,Wednesday,cheesman-park,08:00:00,-104.9631267,39.7394293
2090,Tuesday,montbello,12:00:00,-104.845325,39.7817168
2091,Tuesday,east-colfax,04:00:00,-104.8887504,39.7398516
2092,Wednesday,west-colfax,08:00:00,-105.0419927,39.7401388
2093,Thursday,montbello,08:00:00,-104.8281192,39.7793578
2094,Monday,east-colfax,16:00:00,-104.8990929,39.7404759
2095,Saturday,lincoln-park,04:00:00,-104.9985657,39.7328899
2096,Monday,stapleton,12:00:00,-104.9020423,39.767831
2097,Friday,northeast-park-hill,12:00:00,-104.9394631,39.7864385
2098,Monday,civic-center,16:00:00,-104.9875008,39.7328752
2099,Thursday,belcaro,08:00:00,-104.9399941,39.696827
2100,Tuesday,hampden,16:00:00,-104.8710175,39.6560997
2101,Sunday,montclair,12:00:00,-104.9167124,39.7366937
2102,Tuesday,baker,04:00:00,-104.9896191,39.7114877
2103,Wednesday,civic-center,12:00:00,-104.9952748,39.7400822
2104,Saturday,sun-valley,08:00:00,-105.0246294,39.7332425
2105,Monday,north-capitol-hill,04:00:00,-104.9808482,39.7400936
2106,Monday,sunnyside,04:00:00,-105.0011129,39.7821944
2107,Friday,hampden,16:00:00,-104.9134564,39.6536424
2108,Friday,east-colfax,12:00:00,-104.8916814,39.740155
2109,Sunday,city-park-west,08:00:00,-104.9638243,39.7402835
2110,Thursday,montbello,04:00:00,-104.8278555,39.7957262
2111,Sunday,goldsmith,16:00:00,-104.9141234,39.6762922
2112,Friday,montbello,04:00:00,-104.8234382,39.7821696
2113,Monday,montbello,12:00:00,-104.83833299999999,39.7896664
2114,Thursday,cbd,04:00:00,-104.99371000000001,39.7504581
2115,Sunday,civic-center,12:00:00,-104.9873914,39.7400591
2116,Thursday,union-station,08:00:00,-105.0040877,39.7580132
2117,Saturday,cbd,08:00:00,-104.9906534,39.7477298
2118,Saturday,north-capitol-hill,04:00:00,-104.97889199999999,39.7401481
2119,Friday,east-colfax,08:00:00,-104.88499499999999,39.7358184
2120,Sunday,civic-center,04:00:00,-104.9874154,39.7338549
2121,Wednesday,indian-creek,12:00:00,-104.8956444,39.6830181
2122,Wednesday,congress-park,04:00:00,-104.9447684,39.7352591
2123,Monday,east-colfax,16:00:00,-104.8913056,39.7404331
2124,Tuesday,cbd,04:00:00,-104.9948039,39.7472041
2125,Friday,five-points,08:00:00,-104.9889616,39.7529549
2126,Thursday,college-view-south-platte,16:00:00,-105.0246813,39.6736423
2127,Friday,mar-lee,12:00:00,-105.0528719,39.6919351
2128,Friday,capitol-hill,04:00:00,-104.9857717,39.7286537
2129,Tuesday,baker,12:00:00,-104.990785,39.7080529
2130,Tuesday,athmar-park,04:00:00,-105.0223705,39.7046906
2131,Wednesday,cole,04:00:00,-104.9729817,39.7662072
2132,Sunday,east-colfax,12:00:00,-104.8913783,39.7398378
2133,Friday,union-station,12:00:00,-104.9976149,39.748490000000004
2134,Friday,cherry-creek,12:00:00,-104.9416877,39.7206945
2135,Wednesday,west-colfax,12:00:00,-105.0255803,39.7377513
2136,Saturday,west-colfax,12:00:00,-105.0278675,39.7397371
2137,Saturday,skyland,08:00:00,-104.9533536,39.7546699
2138,Saturday,stapleton,12:00:00,-104.8477201,39.7724895
2139,Tuesday,highland,12:00:00,-105.0116702,39.7581273
2140,Thursday,virginia-village,16:00:00,-104.9347853,39.6825786
2141,Thursday,capitol-hill,04:00:00,-104.9770587,39.7399368
2142,Saturday,chaffee-park,12:00:00,-105.0247901,39.7877279
2143,Monday,whittier,16:00:00,-104.9647234,39.7557325
2144,Wednesday,speer,04:00:00,-104.9856238,39.7182786
2145,Saturday,regis,12:00:00,-105.0266605,39.7852867
2146,Friday,stapleton,12:00:00,-104.9026806,39.7572156
2147,Sunday,five-points,04:00:00,-104.9919284,39.7533658
2148,Monday,stapleton,04:00:00,-104.8471253,39.7706524
2149,Saturday,montbello,16:00:00,-104.845455,39.7826536
2150,Saturday,sunnyside,04:00:00,-105.0248917,39.7695851
2151,Sunday,jefferson-park,12:00:00,-105.0158372,39.7563025
2152,Friday,cbd,12:00:00,-104.9926474,39.7454297
2153,Saturday,cheesman-park,04:00:00,-104.9621628,39.7376048
2154,Wednesday,west-colfax,08:00:00,-105.0345262,39.7367658
2155,Sunday,valverde,04:00:00,-105.0148915,39.7115177
2156,Saturday,east-colfax,16:00:00,-104.8850263,39.7330623
2157,Friday,cbd,12:00:00,-104.9883004,39.741702000000004
2158,Thursday,east-colfax,16:00:00,-104.8948729,39.7403609
2159,Saturday,west-colfax,16:00:00,-105.0512774,39.7406715
2160,Sunday,civic-center,04:00:00,-104.9874016,39.7352604
2161,Monday,northeast-park-hill,04:00:00,-104.9062119,39.7837499
2162,Sunday,hale,04:00:00,-104.9234309,39.736499
2163,Sunday,virginia-village,04:00:00,-104.9402369,39.6859869
2164,Monday,civic-center,08:00:00,-104.987485,39.7398975
2165,Wednesday,cole,04:00:00,-104.9684235,39.7645066
2166,Monday,east-colfax,04:00:00,-104.8850263,39.7330623
2167,Friday,northeast-park-hill,04:00:00,-104.93308,39.7626149
2168,Monday,stapleton,16:00:00,-104.9010667,39.769185
2169,Sunday,westwood,08:00:00,-105.0310104,39.7079264
2170,Tuesday,cbd,12:00:00,-104.9897577,39.7461941
2171,Thursday,goldsmith,12:00:00,-104.9130306,39.6756937
2172,Saturday,five-points,04:00:00,-104.9864346,39.7600102
2173,Saturday,montbello,04:00:00,-104.8371298,39.7776656
2174,Monday,west-colfax,04:00:00,-105.0323647,39.7356399
2175,Monday,washington-virginia-vale,12:00:00,-104.9054092,39.6980189
2176,Thursday,east-colfax,16:00:00,-104.8901782,39.740452000000005
2177,Wednesday,globeville,16:00:00,-104.9781748,39.7820483
2178,Thursday,chaffee-park,04:00:00,-105.0246219,39.7852483
2179,Friday,fort-logan,08:00:00,-105.0357379,39.635905
2180,Friday,globeville,04:00:00,-104.9939751,39.766453000000006
2181,Saturday,berkeley,12:00:00,-105.0346006,39.7802205
2182,Tuesday,union-station,04:00:00,-104.9952898,39.7518292
2183,Saturday,civic-center,12:00:00,-104.9873914,39.7400591
2184,Saturday,chaffee-park,04:00:00,-105.0247901,39.7877279
2185,Wednesday,athmar-park,16:00:00,-105.0136386,39.7009981
2186,Sunday,chaffee-park,08:00:00,-105.0246219,39.7852483
2187,Friday,montbello,16:00:00,-104.8295893,39.7967738
2188,Saturday,cbd,12:00:00,-104.9917193,39.7444319
2189,Monday,hampden,08:00:00,-104.9005575,39.6673124
2190,Friday,east-colfax,04:00:00,-104.8913056,39.7404331
2191,Friday,northeast-park-hill,12:00:00,-104.9055088,39.76764
2192,Sunday,baker,12:00:00,-104.9879966,39.7170783
2193,Saturday,country-club,12:00:00,-104.97263000000001,39.7287849
2194,Monday,berkeley,04:00:00,-105.0528595,39.7780951
2195,Wednesday,regis,12:00:00,-105.0342034,39.7869804
2196,Saturday,washington-virginia-vale,12:00:00,-104.9323448,39.700534999999995
2197,Friday,kennedy,04:00:00,-104.8619644,39.6584037
2198,Wednesday,cbd,04:00:00,-104.9916388,39.7452331
2199,Wednesday,west-highland,08:00:00,-105.0299588,39.7683372
2200,Sunday,five-points,04:00:00,-104.9826078,39.758964
2201,Friday,cbd,08:00:00,-104.9976915,39.7447375
2202,Tuesday,baker,12:00:00,-104.9927343,39.7127667
2203,Sunday,capitol-hill,08:00:00,-104.9871509,39.7345291
2204,Friday,lincoln-park,12:00:00,-105.0014443,39.7386013
2205,Tuesday,westwood,08:00:00,-105.0453922,39.7099622
2206,Thursday,gateway-green-valley-ranch,08:00:00,-104.8079641,39.7861042
2207,Thursday,east-colfax,04:00:00,-104.8905506,39.7401547
2208,Monday,country-club,04:00:00,-104.9728877,39.7186203
2209,Friday,elyria-swansea,04:00:00,-104.9610343,39.7826629
2210,Thursday,five-points,08:00:00,-104.9863137,39.7517437
2211,Saturday,five-points,04:00:00,-104.9785528,39.7580319
2212,Monday,westwood,12:00:00,-105.0257283,39.7100795
2213,Sunday,five-points,04:00:00,-104.9780505,39.7547875
2214,Wednesday,overland,12:00:00,-104.9918407,39.6903831
2215,Thursday,cbd,08:00:00,-104.9913077,39.7443148
2216,Saturday,baker,04:00:00,-104.9910557,39.7172974
2217,Wednesday,north-capitol-hill,08:00:00,-104.9803997,39.7401437
2218,Thursday,congress-park,08:00:00,-104.9472758,39.740152
2219,Wednesday,auraria,08:00:00,-105.0033386,39.7447615
2220,Tuesday,goldsmith,08:00:00,-104.9141998,39.6782033
2221,Wednesday,cbd,04:00:00,-104.9939481,39.7465306
2222,Wednesday,baker,08:00:00,-104.9888824,39.7106389
2223,Saturday,north-capitol-hill,04:00:00,-104.9798812,39.7448606
2224,Monday,cbd,12:00:00,-104.9883591,39.7463253
2225,Monday,south-park-hill,04:00:00,-104.9401237,39.7411614
2226,Saturday,union-station,04:00:00,-104.9939824,39.7531194
2227,Monday,virginia-village,12:00:00,-104.9398986,39.6883161
2228,Thursday,cole,12:00:00,-104.9729558,39.7635085
2229,Friday,city-park,12:00:00,-104.9448703,39.7403576
2230,Thursday,barnum,08:00:00,-105.0311721,39.7246788
2231,Saturday,harvey-park,08:00:00,-105.0361994,39.6681784
2232,Tuesday,cbd,04:00:00,-104.9930853,39.7458598
2233,Thursday,south-park-hill,04:00:00,-104.9401237,39.7411614
2234,Tuesday,northeast-park-hill,12:00:00,-104.9231504,39.7671485
2235,Sunday,valverde,04:00:00,-105.0247476,39.7231541
2236,Monday,mar-lee,16:00:00,-105.0256355,39.6896321
2237,Monday,north-capitol-hill,12:00:00,-104.9757479,39.7402219
2238,Saturday,elyria-swansea,16:00:00,-104.9613387,39.7819423
2239,Tuesday,montbello,16:00:00,-104.8348893,39.7888097
2240,Saturday,five-points,16:00:00,-104.9898289,39.7564507
2241,Saturday,jefferson-park,04:00:00,-105.0184451,39.7541252
2242,Thursday,lincoln-park,04:00:00,-105.0014443,39.7386013
2243,Sunday,barnum,16:00:00,-105.0250944,39.7149773
2244,Wednesday,skyland,16:00:00,-104.9554822,39.7617818
2245,Sunday,university-park,16:00:00,-104.9437558,39.6804663
2246,Monday,auraria,04:00:00,-105.0033386,39.7447615
2247,Monday,cole,08:00:00,-104.9729782,39.7662071
2248,Saturday,capitol-hill,04:00:00,-104.9805078,39.7399548
2249,Sunday,chaffee-park,08:00:00,-105.0158461,39.7910708
2250,Wednesday,harvey-park-south,04:00:00,-105.0514669,39.656548
2251,Wednesday,globeville,16:00:00,-104.9803782,39.7828871
2252,Wednesday,hampden,04:00:00,-104.8683674,39.6541747
2253,Tuesday,college-view-south-platte,08:00:00,-105.0166997,39.6729673
2254,Thursday,berkeley,04:00:00,-105.0528595,39.7780951
2255,Wednesday,mar-lee,16:00:00,-105.02541399999998,39.6898124
2256,Thursday,harvey-park,12:00:00,-105.0544465,39.6795487
2257,Monday,marston,12:00:00,-105.0855274,39.6175216
2258,Saturday,cherry-creek,12:00:00,-104.9501371,39.7180824
2259,Monday,windsor,08:00:00,-104.9028118,39.6992137
2260,Saturday,capitol-hill,04:00:00,-104.9868864,39.7371469
2261,Saturday,gateway-green-valley-ranch,08:00:00,-104.7715205,39.773333
2262,Saturday,south-park-hill,04:00:00,-104.9401237,39.7411614
2263,Wednesday,east-colfax,04:00:00,-104.8990929,39.7404759
2264,Thursday,five-points,08:00:00,-104.97863500000001,39.758455
2265,Saturday,windsor,16:00:00,-104.9034228,39.7080293
2266,Friday,college-view-south-platte,08:00:00,-105.0244448,39.6645076
2267,Sunday,overland,08:00:00,-104.9918407,39.6903831
2268,Sunday,cbd,04:00:00,-104.9878605,39.7425291
2269,Wednesday,cbd,04:00:00,-104.9966845,39.7477942
2270,Sunday,cbd,12:00:00,-104.9964509,39.7421929
2271,Friday,clayton,04:00:00,-104.9534089,39.7635346
2272,Thursday,villa-park,08:00:00,-105.0502124,39.7337438
2273,Monday,five-points,12:00:00,-104.9794732,39.753833
2274,Monday,east-colfax,08:00:00,-104.8846512,39.7401569
2275,Wednesday,montbello,08:00:00,-104.8469443,39.784353
2276,Friday,union-station,04:00:00,-105.0011863,39.7488813
2277,Wednesday,hampden-south,12:00:00,-104.9058542,39.6370633
2278,Sunday,cheesman-park,12:00:00,-104.9613611,39.7396683
2279,Tuesday,dia,16:00:00,-104.7723867,39.8197908
2280,Monday,city-park,04:00:00,-104.9409058,39.7420848
2281,Saturday,westwood,08:00:00,-105.0390999,39.7003704
2282,Friday,five-points,04:00:00,-104.9883656,39.7546983
2283,Sunday,east-colfax,08:00:00,-104.8940533,39.737271
2284,Saturday,harvey-park-south,16:00:00,-105.0497852,39.6562753
2285,Friday,chaffee-park,04:00:00,-105.0213038,39.7875902
2286,Thursday,auraria,12:00:00,-105.0092027,39.7478306
2287,Sunday,cbd,12:00:00,-104.9913077,39.7443148
2288,Wednesday,mar-lee,12:00:00,-105.0441712,39.6910973
2289,Thursday,south-park-hill,04:00:00,-104.9401237,39.7411614
2290,Tuesday,north-capitol-hill,04:00:00,-104.9820576,39.7419602
2291,Wednesday,virginia-village,16:00:00,-104.9128899,39.6857217
2292,Wednesday,north-park-hill,12:00:00,-104.91366000000001,39.7538859
2293,Monday,hampden-south,12:00:00,-104.9083468,39.6526614
2294,Sunday,hampden,04:00:00,-104.8686912,39.6568751
2295,Saturday,gateway-green-valley-ranch,08:00:00,-104.7545373,39.7768861
2296,Tuesday,hampden,04:00:00,-104.9092364,39.6621648
2297,Tuesday,montclair,04:00:00,-104.9117706,39.7399854
2298,Monday,baker,04:00:00,-104.9995503,39.7254654
2299,Wednesday,cbd,12:00:00,-104.9895826,39.7433767
2300,Thursday,cbd,12:00:00,-104.9924006,39.7490633
2301,Wednesday,gateway-green-valley-ranch,12:00:00,-104.7724503,39.7831558
2302,Monday,five-points,12:00:00,-104.9860779,39.7543232
2303,Wednesday,berkeley,04:00:00,-105.0263684,39.7821724
2304,Monday,highland,04:00:00,-105.0241665,39.7616457
2305,Sunday,capitol-hill,04:00:00,-104.9823049,39.7368853
2306,Friday,civic-center,04:00:00,-104.9878497,39.7323277
2307,Sunday,montbello,08:00:00,-104.83523100000001,39.7858056
2308,Wednesday,montclair,12:00:00,-104.9157031,39.7396097
2309,Tuesday,hilltop,04:00:00,-104.9406047,39.7138508
2310,Wednesday,city-park-west,08:00:00,-104.9663336,39.741382
2311,Monday,valverde,04:00:00,-105.0156914,39.7130502
2312,Monday,highland,08:00:00,-105.0178126,39.7690348
2313,Tuesday,berkeley,08:00:00,-105.0284438,39.7735635
2314,Friday,windsor,04:00:00,-104.8713333,39.7080982
2315,Sunday,athmar-park,08:00:00,-105.0056736,39.7015716
2316,Saturday,east-colfax,04:00:00,-104.8972614,39.7396676
2317,Monday,stapleton,12:00:00,-104.9005323,39.7559611
2318,Friday,montbello,04:00:00,-104.8434996,39.7817286
2319,Wednesday,civic-center,12:00:00,-104.9935737,39.7397729
2320,Sunday,five-points,04:00:00,-104.9864288,39.7603149
2321,Sunday,valverde,08:00:00,-105.0247476,39.7231541
2322,Monday,city-park-west,12:00:00,-104.9729774,39.7450138
2323,Sunday,cbd,04:00:00,-104.9916557,39.7429107
2324,Sunday,five-points,08:00:00,-104.9893147,39.7513532
2325,Saturday,sunnyside,04:00:00,-105.0053378,39.7698889
2326,Sunday,valverde,04:00:00,-105.0110207,39.7130473
2327,Saturday,cbd,12:00:00,-104.9883591,39.7463253
2328,Wednesday,barnum-west,08:00:00,-105.05033600000002,39.7116833
2329,Friday,washington-park-west,16:00:00,-104.9734019,39.6984309
2330,Monday,washington-virginia-vale,12:00:00,-104.9054092,39.6980189
2331,Friday,barnum,12:00:00,-105.0254945,39.7241481
2332,Monday,goldsmith,04:00:00,-104.9297023,39.6762782
2333,Thursday,city-park-west,04:00:00,-104.9618818,39.7450322
2334,Wednesday,goldsmith,16:00:00,-104.922626,39.6779101
2335,Wednesday,goldsmith,04:00:00,-104.9056326,39.6775151
2336,Thursday,athmar-park,12:00:00,-105.0247502,39.7106932
2337,Monday,sun-valley,12:00:00,-105.0246369,39.7368635
2338,Tuesday,union-station,12:00:00,-104.9989572,39.7572338
2339,Wednesday,montbello,12:00:00,-104.8223171,39.7774138
2340,Friday,berkeley,04:00:00,-105.0255329,39.7820812
2341,Tuesday,windsor,04:00:00,-104.8788123,39.7060213
2342,Monday,montbello,04:00:00,-104.8411439,39.7874338
2343,Friday,dia,16:00:00,-104.7700149,39.8208879
2344,Thursday,athmar-park,08:00:00,-105.0078193,39.7012072
2345,Sunday,five-points,04:00:00,-104.9905176,39.7532115
2346,Tuesday,east-colfax,08:00:00,-104.8998508,39.7400103
2347,Wednesday,five-points,08:00:00,-104.9905176,39.7532115
2348,Friday,westwood,08:00:00,-105.0378159,39.7048402
2349,Friday,cole,04:00:00,-104.9696686,39.7626097
2350,Wednesday,highland,04:00:00,-105.0063272,39.7622531
2351,Tuesday,west-colfax,12:00:00,-105.0257079,39.7456993
2352,Saturday,ruby-hill,12:00:00,-105.0243936,39.6951342
2353,Thursday,stapleton,12:00:00,-104.8651526,39.7724805
2354,Thursday,baker,04:00:00,-104.9930872,39.7170509
2355,Sunday,east-colfax,04:00:00,-104.8902446,39.7381353
2356,Sunday,villa-park,04:00:00,-105.052677,39.7280843
2357,Tuesday,chaffee-park,12:00:00,-105.0146849,39.7896907
2358,Sunday,montclair,04:00:00,-104.9163245,39.7401453
2359,Wednesday,montbello,08:00:00,-104.8419836,39.7825135
2360,Monday,east-colfax,04:00:00,-104.8905506,39.7401547
2361,Friday,elyria-swansea,12:00:00,-104.9670088,39.7816744
2362,Sunday,capitol-hill,04:00:00,-104.9872621,39.7339146
2363,Thursday,cole,04:00:00,-104.9729782,39.7662071
2364,Saturday,east-colfax,12:00:00,-104.8850263,39.7330623
2365,Saturday,five-points,08:00:00,-104.9879392,39.7556271
2366,Sunday,sunnyside,04:00:00,-105.0045155,39.7704675
2367,Sunday,dia,04:00:00,-104.6740448,39.851926
2368,Saturday,valverde,12:00:00,-105.0239701,39.7209025
2369,Tuesday,five-points,08:00:00,-104.989801,39.7544273
2370,Saturday,valverde,04:00:00,-105.0224891,39.7128528
2371,Saturday,north-capitol-hill,04:00:00,-104.9798149,39.7408439
2372,Tuesday,westwood,04:00:00,-105.0324564,39.711209999999994
2373,Tuesday,highland,08:00:00,-105.0124732,39.7608045
2374,Thursday,clayton,08:00:00,-104.94406200000002,39.7709964
2375,Wednesday,south-park-hill,12:00:00,-104.9263677,39.74045
2376,Wednesday,goldsmith,04:00:00,-104.9226056,39.6782257
2377,Monday,east-colfax,16:00:00,-104.8920629,39.7404508
2378,Monday,montbello,04:00:00,-104.8447327,39.7826606
2379,Friday,stapleton,04:00:00,-104.89794599999999,39.7696879
2380,Monday,baker,04:00:00,-104.9978484,39.7243189
2381,Tuesday,cbd,12:00:00,-104.9944511,39.7487894
2382,Friday,cbd,04:00:00,-104.9889886,39.7458421
2383,Tuesday,montbello,08:00:00,-104.8436558,39.782144
2384,Friday,kennedy,16:00:00,-104.8499436,39.657775
2385,Wednesday,baker,08:00:00,-104.98773999999999,39.7176427
2386,Saturday,highland,04:00:00,-105.0050994,39.763346000000006
2387,Sunday,hampden-south,04:00:00,-104.904959,39.6400348
2388,Friday,hampden,04:00:00,-104.8817286,39.6545862
2389,Sunday,sun-valley,04:00:00,-105.0246294,39.7332425
2390,Sunday,speer,04:00:00,-104.9797816,39.7146511
2391,Wednesday,gateway-green-valley-ranch,08:00:00,-104.8056784,39.7858684
2392,Friday,washington-virginia-vale,08:00:00,-104.9081355,39.6975303
2393,Thursday,speer,04:00:00,-104.9749712,39.7257015
2394,Tuesday,harvey-park,08:00:00,-105.0435046,39.6739365
2395,Thursday,montbello,04:00:00,-104.8463153,39.7838801
2396,Sunday,cbd,04:00:00,-104.9916557,39.7429107
2397,Monday,northeast-park-hill,04:00:00,-104.9039931,39.7701881
2398,Friday,washington-virginia-vale,12:00:00,-104.9081342,39.7010662
2399,Wednesday,sun-valley,12:00:00,-105.0247789,39.7295507
2400,Friday,cbd,04:00:00,-104.9912342,39.7505133
2401,Tuesday,east-colfax,12:00:00,-104.8991508,39.7337145
2402,Sunday,westwood,04:00:00,-105.0475901,39.7031486
2403,Monday,montbello,04:00:00,-104.8286484,39.7943197
2404,Saturday,west-colfax,04:00:00,-105.0270023,39.7383253
2405,Friday,gateway-green-valley-ranch,16:00:00,-104.7976935,39.78942
2406,Wednesday,westwood,16:00:00,-105.0357797,39.7037176
2407,Monday,west-colfax,08:00:00,-105.0389659,39.7429381
2408,Saturday,montclair,08:00:00,-104.9117378,39.7400786
2409,Tuesday,berkeley,04:00:00,-105.04273899999998,39.7783801
2410,Sunday,five-points,04:00:00,-104.9919284,39.7533658
2411,Friday,hampden-south,04:00:00,-104.8981855,39.6464767
2412,Saturday,northeast-park-hill,12:00:00,-104.929874,39.7640626
2413,Sunday,dia,12:00:00,-2.4e-06,1.2e-06
2414,Sunday,lincoln-park,16:00:00,-104.99954699999999,39.7353951
2415,Monday,five-points,08:00:00,-104.9868087,39.7501976
2416,Saturday,college-view-south-platte,12:00:00,-105.0230157,39.6714612
2417,Monday,capitol-hill,04:00:00,-104.9799135,39.7400208
2418,Wednesday,elyria-swansea,12:00:00,-104.9544672,39.7765575
2419,Monday,university-hills,12:00:00,-104.9372541,39.6666894
2420,Sunday,hale,04:00:00,-104.937995,39.7290089
2421,Monday,ruby-hill,12:00:00,-105.0233608,39.6965164
2422,Saturday,union-station,04:00:00,-104.9972177,39.7522959
2423,Saturday,capitol-hill,04:00:00,-104.97519399999999,39.7344187
2424,Friday,villa-park,08:00:00,-105.03251000000002,39.7293016
2425,Tuesday,clayton,12:00:00,-104.9409273,39.7666056
2426,Wednesday,south-park-hill,12:00:00,-104.9085463,39.7504178
2427,Saturday,stapleton,16:00:00,-104.9025397,39.780846000000004
2428,Thursday,harvey-park-south,12:00:00,-105.0491273,39.6547381
2429,Monday,sunnyside,04:00:00,-105.0061712,39.7707572
2430,Saturday,civic-center,16:00:00,-104.9873914,39.7400591
2431,Tuesday,berkeley,12:00:00,-105.0366375,39.7761875
2432,Monday,northeast-park-hill,12:00:00,-104.9394631,39.7864385
2433,Monday,civic-center,16:00:00,-104.9878497,39.7323277
2434,Tuesday,platt-park,12:00:00,-104.9870725,39.69372
2435,Sunday,west-colfax,12:00:00,-105.0257001,39.7442168
2436,Saturday,lowry-field,04:00:00,-104.8782099,39.7238682
2437,Thursday,west-highland,04:00:00,-105.0344872,39.7587112
2438,Sunday,athmar-park,04:00:00,-105.0237794,39.7102336
2439,Thursday,capitol-hill,12:00:00,-104.9797687,39.7398829
2440,Sunday,ruby-hill,04:00:00,-105.0085854,39.6856967
2441,Saturday,union-station,04:00:00,-104.99949299999999,39.7489372
2442,Friday,north-capitol-hill,04:00:00,-104.9798064,39.7424664
2443,Wednesday,elyria-swansea,12:00:00,-104.941185,39.7842477
2444,Tuesday,cherry-creek,12:00:00,-104.9549101,39.7173167
2445,Friday,college-view-south-platte,04:00:00,-105.0173534,39.6616016
2446,Thursday,city-park-west,12:00:00,-104.9671801,39.7507115
2447,Wednesday,union-station,04:00:00,-104.9930745,39.7532527
2448,Wednesday,city-park-west,12:00:00,-104.9638243,39.7402835
2449,Saturday,northeast-park-hill,08:00:00,-104.9034983,39.7727332
2450,Saturday,east-colfax,12:00:00,-104.88667099999999,39.7413754
2451,Monday,chaffee-park,12:00:00,-105.0247835,39.7860752
2452,Tuesday,congress-park,12:00:00,-104.9472835,39.7351145
2453,Monday,five-points,08:00:00,-104.9881032,39.755076
2454,Monday,union-station,08:00:00,-105.0000879,39.7503014
2455,Friday,sun-valley,04:00:00,-105.0221826,39.7328098
2456,Sunday,cbd,12:00:00,-104.9975025,39.7453132
2457,Monday,northeast-park-hill,08:00:00,-104.9066594,39.7645134
2458,Tuesday,stapleton,12:00:00,-104.9006293,39.7691581
2459,Wednesday,west-colfax,12:00:00,-105.0367363,39.7386303
2460,Tuesday,villa-park,16:00:00,-105.03014399999999,39.7306127
2461,Monday,sunnyside,12:00:00,-105.0005897,39.7717274
2462,Monday,north-capitol-hill,12:00:00,-104.9858048,39.7416087
2463,Sunday,sun-valley,12:00:00,-105.0201083,39.7439224
2464,Thursday,barnum,08:00:00,-105.0315141,39.7155301
