,day_of_week,NEIGHBORHOOD_ID,TIME,GEO_LON,GEO_LAT
4107,Saturday,sunnyside,20:00:00,-105.0248401,39.771427
4108,Tuesday,five-points,20:00:00,-104.9770343,39.7594253
4109,Tuesday,elyria-swansea,20:00:00,-104.9584119,39.7771412
4110,Thursday,ruby-hill,20:00:00,-105.0245686,39.689238
4111,Tuesday,cbd,16:00:00,-104.9878608,39.7478495
4112,Friday,sunnyside,16:00:00,-105.0248917,39.7695851
4113,Monday,union-station,23:59:00,-104.9934202,39.7536523
4114,Tuesday,city-park-west,20:00:00,-104.9647599,39.741633
4115,Friday,elyria-swansea,16:00:00,-104.9582399,39.7800613
4116,Wednesday,college-view-south-platte,20:00:00,-104.9981917,39.6748362
4117,Friday,montbello,23:59:00,-104.84518100000001,39.7830392
4118,Tuesday,cheesman-park,16:00:00,-104.9668728,39.7396797
4119,Tuesday,athmar-park,04:00:00,-105.0246763,39.7006122
4120,Wednesday,harvey-park-south,20:00:00,-105.049127,39.654793
4121,Thursday,elyria-swansea,04:00:00,-104.9589283,39.7803061
4122,Sunday,capitol-hill,20:00:00,-104.9754617,39.7395014
4123,Thursday,north-capitol-hill,23:59:00,-104.9760812,39.7408329
4124,Monday,montbello,23:59:00,-104.8306726,39.7940182
4125,Saturday,cbd,23:59:00,-104.9953354,39.7494575
4126,Saturday,marston,20:00:00,-105.0855274,39.6175216
4127,Saturday,five-points,20:00:00,-104.9896298,39.7525268
4128,Friday,cbd,16:00:00,-104.9913241,39.7445043
4129,Monday,cole,16:00:00,-104.9730077,39.7622706
4130,Sunday,westwood,23:59:00,-105.0250838,39.7039466
4131,Sunday,westwood,04:00:00,-105.0287038,39.7105389
4132,Sunday,auraria,20:00:00,-105.0048512,39.7501376
4133,Sunday,marston,04:00:00,-105.0830755,39.6365053
4134,Saturday,gateway-green-valley-ranch,16:00:00,-104.7651915,39.7855321
4135,Saturday,west-colfax,23:59:00,-105.0462526,39.7412616
4136,Friday,cbd,16:00:00,-104.9922708,39.7468473
4137,Friday,barnum,23:59:00,-105.0388612,39.7204732
4138,Wednesday,cbd,23:59:00,-104.9887142,39.7425027
4139,Friday,congress-park,23:59:00,-104.95298999999999,39.7401733
4140,Tuesday,highland,20:00:00,-105.0174561,39.7572562
4141,Wednesday,capitol-hill,16:00:00,-104.9871609,39.7292802
4142,Wednesday,speer,20:00:00,-104.9732322,39.7181963
4143,Wednesday,north-capitol-hill,16:00:00,-104.9839321,39.740453
4144,Wednesday,gateway-green-valley-ranch,04:00:00,-104.8022987,39.7890192
4145,Tuesday,city-park-west,20:00:00,-104.9638461,39.7430124
4146,Wednesday,lincoln-park,23:59:00,-104.9986732,39.7352678
4147,Saturday,north-capitol-hill,04:00:00,-104.9844819,39.7464401
4148,Tuesday,capitol-hill,23:59:00,-104.9848589,39.7338492
4149,Tuesday,cbd,20:00:00,-104.9889029,39.7463798
4150,Tuesday,montbello,16:00:00,-104.8123591,39.7878759
4151,Wednesday,east-colfax,23:59:00,-104.8916814,39.740155
4152,Tuesday,cbd,20:00:00,-104.993926,39.7461434
4153,Tuesday,union-station,16:00:00,-105.0014047,39.751169
4154,Thursday,gateway-green-valley-ranch,23:59:00,-104.8081293,39.7736911
4155,Tuesday,north-park-hill,20:00:00,-104.9391152,39.7578835
4156,Friday,goldsmith,20:00:00,-104.9035935,39.676651
4157,Tuesday,stapleton,23:59:00,-104.9018464,39.7566019
4158,Wednesday,hampden,16:00:00,-104.914475,39.6665067
4159,Tuesday,montbello,23:59:00,-104.8464444,39.7818713
4160,Wednesday,montclair,23:59:00,-104.9159838,39.7387792
4161,Wednesday,gateway-green-valley-ranch,23:59:00,-104.8081293,39.7736911
4162,Friday,northeast-park-hill,23:59:00,-104.9232728,39.7678409
4163,Tuesday,civic-center,16:00:00,-104.9876489,39.7344983
4164,Friday,elyria-swansea,16:00:00,-104.9543744,39.7779708
4165,Tuesday,cbd,23:59:00,-104.9933483,39.7458692
4166,Tuesday,capitol-hill,23:59:00,-104.9833992,39.7399044
4167,Monday,baker,20:00:00,-104.9912483,39.7098475
4168,Wednesday,goldsmith,16:00:00,-104.91281200000002,39.6784599
4169,Wednesday,stapleton,20:00:00,-104.8926472,39.7797358
4170,Wednesday,cbd,20:00:00,-104.9933483,39.7458692
4171,Friday,westwood,20:00:00,-105.0253945,39.7005712
4172,Thursday,union-station,16:00:00,-104.9976149,39.748490000000004
4173,Thursday,union-station,23:59:00,-104.9995719,39.7473508
4174,Thursday,east-colfax,23:59:00,-104.9025457,39.7404825
4175,Thursday,southmoor-park,23:59:00,-104.9047282,39.6262189
4176,Wednesday,civic-center,16:00:00,-104.9873914,39.7400591
4177,Sunday,fort-logan,23:59:00,-105.0369973,39.6495379
4178,Sunday,cheesman-park,20:00:00,-104.9705618,39.7328826
4179,Friday,westwood,23:59:00,-105.0527689,39.6974939
4180,Thursday,gateway-green-valley-ranch,16:00:00,-104.7672126,39.7848556
4181,Wednesday,stapleton,23:59:00,-104.8479993,39.7700121
4182,Saturday,baker,23:59:00,-104.9899295,39.718182
4183,Saturday,lincoln-park,16:00:00,-104.9975996,39.7362213
4184,Wednesday,hilltop,20:00:00,-104.9128607,39.711296999999995
4185,Monday,west-highland,23:59:00,-105.0511383,39.7690814
4186,Monday,capitol-hill,23:59:00,-104.9730966,39.7400317
4187,Sunday,university,20:00:00,-104.9660679,39.6814564
4188,Wednesday,west-colfax,23:59:00,-105.0496327,39.7387435
4189,Monday,hale,23:59:00,-104.9338023,39.7401347
4190,Thursday,north-capitol-hill,04:00:00,-104.9866002,39.7437041
4191,Friday,five-points,23:59:00,-104.9839357,39.7505995
4192,Saturday,mar-lee,20:00:00,-105.0334866,39.6840384
4193,Friday,northeast-park-hill,23:59:00,-104.9037886,39.7716366
4194,Thursday,cory-merrill,20:00:00,-104.9421529,39.6890213
4195,Saturday,hampden,16:00:00,-104.8711928,39.665476
4196,Thursday,hale,23:59:00,-104.9319574,39.7308357
4197,Thursday,west-colfax,23:59:00,-105.0354665,39.7424302
4198,Thursday,westwood,20:00:00,-105.035044,39.7096115
4199,Friday,dia,23:59:00,-104.7711255,39.8239777
4200,Saturday,athmar-park,23:59:00,-105.0135247,39.6979476
4201,Saturday,clayton,16:00:00,-104.9539417,39.7704853
4202,Sunday,montbello,16:00:00,-104.8356873,39.7932258
4203,Monday,cheesman-park,23:59:00,-104.9724467,39.7394495
4204,Friday,capitol-hill,16:00:00,-104.9761798,39.7400097
4205,Sunday,westwood,23:59:00,-105.0257017,39.7108508
4206,Monday,elyria-swansea,16:00:00,-104.9507097,39.7843392
4207,Sunday,cbd,23:59:00,-104.9937879,39.7475429
4208,Sunday,virginia-village,23:59:00,-104.9402369,39.6859869
4209,Saturday,mar-lee,20:00:00,-105.0520246,39.6905098
4210,Sunday,cbd,04:00:00,-104.9883004,39.741702000000004
4211,Wednesday,athmar-park,23:59:00,-105.0011258,39.709382
4212,Saturday,city-park,23:59:00,-104.9504101,39.7404165
4213,Saturday,baker,20:00:00,-104.9888824,39.7106389
4214,Sunday,capitol-hill,16:00:00,-104.9738003,39.7315492
4215,Saturday,college-view-south-platte,23:59:00,-105.0244963,39.6584653
4216,Monday,harvey-park-south,23:59:00,-105.0280573,39.6571097
4217,Tuesday,east-colfax,16:00:00,-104.8962072,39.7344819
4218,Saturday,cheesman-park,16:00:00,-104.9656455,39.7397455
4219,Saturday,cbd,20:00:00,-104.9934177,39.7436486
4220,Saturday,city-park-west,20:00:00,-104.9706166,39.7416402
4221,Sunday,westwood,23:59:00,-105.0353625,39.7098187
4222,Saturday,westwood,20:00:00,-105.0518027,39.7074502
4223,Friday,westwood,23:59:00,-105.0524226,39.6977424
4224,Friday,west-highland,23:59:00,-105.0381568,39.7621242
4225,Friday,berkeley,23:59:00,-105.0473605,39.7756665
4226,Friday,berkeley,23:59:00,-105.0468651,39.77469
4227,Thursday,sloan-lake,16:00:00,-105.0252338,39.7584765
4228,Wednesday,mar-lee,20:00:00,-105.0257565,39.6890698
4229,Sunday,cbd,23:59:00,-104.989577,39.7431762
4230,Sunday,baker,23:59:00,-104.9875628,39.70005
4231,Sunday,stapleton,23:59:00,-104.89708999999999,39.7670508
4232,Monday,highland,23:59:00,-105.0096071,39.7632221
4233,Monday,cheesman-park,16:00:00,-104.9668728,39.7396797
4234,Sunday,union-station,23:59:00,-104.9926001,39.7529432
4235,Saturday,montbello,20:00:00,-104.8453511,39.7819722
4236,Monday,five-points,23:59:00,-104.981733,39.761354
4237,Thursday,east-colfax,20:00:00,-104.9030045,39.7404821
4238,Monday,cheesman-park,20:00:00,-104.9668728,39.7396797
4239,Wednesday,five-points,04:00:00,-104.9886405,39.7545595
4240,Monday,west-highland,04:00:00,-105.0328082,39.7688811
4241,Saturday,barnum-west,20:00:00,-105.0420972,39.7181386
4242,Monday,west-highland,16:00:00,-105.0338405,39.7623653
4243,Monday,east-colfax,16:00:00,-104.9019628,39.7421267
4244,Wednesday,union-station,20:00:00,-104.9959097,39.7492102
4245,Friday,capitol-hill,16:00:00,-104.9797687,39.7398829
4246,Saturday,hampden-south,23:59:00,-104.8843343,39.6527
4247,Saturday,cbd,20:00:00,-104.993926,39.7461434
4248,Saturday,montbello,23:59:00,-104.8240061,39.7948614
4249,Tuesday,university-park,20:00:00,-104.9591363,39.678652
4250,Monday,montclair,20:00:00,-104.9124306,39.7401534
4251,Monday,mar-lee,23:59:00,-105.0417072,39.6853308
4252,Monday,east-colfax,20:00:00,-104.8902479,39.7398017
4253,Saturday,westwood,16:00:00,-105.0265359,39.6999581
4254,Monday,montbello,23:59:00,-104.8401938,39.7893199
4255,Monday,northeast-park-hill,20:00:00,-104.9404448,39.7771286
4256,Saturday,westwood,20:00:00,-105.0460607,39.7049766
4257,Saturday,barnum,20:00:00,-105.0251292,39.7234933
4258,Friday,north-park-hill,20:00:00,-104.9406083,39.7544179
4259,Saturday,elyria-swansea,23:59:00,-104.9574669,39.7769694
4260,Saturday,speer,20:00:00,-104.9871315,39.7221148
4261,Monday,university-hills,20:00:00,-104.9392116,39.670232
4262,Sunday,berkeley,23:59:00,-105.0345429,39.7701535
4263,Monday,westwood,16:00:00,-105.0504671,39.7023278
4264,Monday,west-highland,20:00:00,-105.0264308,39.7692537
4265,Thursday,capitol-hill,16:00:00,-104.9810995,39.7368827
4266,Friday,west-colfax,20:00:00,-105.0526422,39.7407837
4267,Friday,regis,23:59:00,-105.0350676,39.787585
4268,Friday,capitol-hill,04:00:00,-104.9835247,39.7281771
4269,Friday,hale,23:59:00,-104.9405767,39.7392035
4270,Monday,virginia-village,16:00:00,-104.9391677,39.6855069
4271,Tuesday,jefferson-park,16:00:00,-105.0243794,39.7554368
4272,Saturday,northeast-park-hill,20:00:00,-104.91761899999999,39.7692543
4273,Tuesday,union-station,16:00:00,-105.00657,39.754540000000006
4274,Tuesday,cheesman-park,16:00:00,-104.9663424,39.7397514
4275,Tuesday,cbd,23:59:00,-104.9930555,39.7460381
4276,Saturday,cbd,23:59:00,-104.9970713,39.746426
4277,Saturday,elyria-swansea,04:00:00,-104.9713893,39.7811423
4278,Tuesday,north-capitol-hill,23:59:00,-104.9842212,39.7432051
4279,Sunday,capitol-hill,20:00:00,-104.98232800000001,39.7400232
4280,Wednesday,cbd,23:59:00,-104.9920369,39.7506677
4281,Tuesday,gateway-green-valley-ranch,20:00:00,-104.8090364,39.7755083
4282,Sunday,montbello,04:00:00,-104.8478028,39.7831059
4283,Sunday,berkeley,23:59:00,-105.0404758,39.7724746
4284,Tuesday,south-park-hill,23:59:00,-104.9277969,39.7404927
4285,Friday,hale,16:00:00,-104.9318311,39.7367622
4286,Friday,cole,20:00:00,-104.9601965,39.7643895
4287,Wednesday,baker,04:00:00,-104.9875002,39.7183582
4288,Saturday,westwood,23:59:00,-105.0298107,39.7076718
4289,Thursday,sunnyside,23:59:00,-105.0207697,39.7694202
4290,Monday,gateway-green-valley-ranch,20:00:00,-104.7664008,39.782863
4291,Sunday,east-colfax,23:59:00,-104.8964215,39.7401575
4292,Wednesday,gateway-green-valley-ranch,23:59:00,-104.7775526,39.7817926
4293,Wednesday,globeville,23:59:00,-104.97844199999999,39.7858297
4294,Friday,country-club,23:59:00,-104.9632745,39.719653
4295,Wednesday,five-points,23:59:00,-104.9851047,39.7507392
4296,Sunday,west-colfax,23:59:00,-105.0270023,39.7383253
4297,Friday,hampden-south,20:00:00,-104.9025758,39.653044
4298,Friday,five-points,20:00:00,-104.9880193,39.7534203
4299,Saturday,speer,23:59:00,-104.9807381,39.7222982
4300,Friday,university-hills,20:00:00,-104.9287129,39.6686276
4301,Friday,gateway-green-valley-ranch,23:59:00,-104.7721222,39.7983021
4302,Friday,lincoln-park,16:00:00,-105.0008724,39.732023999999996
4303,Friday,hampden,04:00:00,-104.8771618,39.6613211
4304,Saturday,university-hills,23:59:00,-104.9274511,39.6687148
4305,Wednesday,mar-lee,23:59:00,-105.0257562,39.6885894
4306,Wednesday,windsor,23:59:00,-104.8697303,39.7076998
4307,Tuesday,west-colfax,23:59:00,-105.0384697,39.7437762
4308,Wednesday,kennedy,23:59:00,-104.8607555,39.6597204
4309,Monday,east-colfax,23:59:00,-104.8873519,39.7350785
4310,Friday,college-view-south-platte,20:00:00,-105.0017739,39.6766826
4311,Monday,union-station,20:00:00,-105.000028,39.751218
4312,Monday,speer,23:59:00,-104.9780848,39.7129085
4313,Monday,cbd,23:59:00,-104.9912412,39.7417175
4314,Friday,berkeley,23:59:00,-105.0529634,39.7696072
4315,Friday,washington-virginia-vale,16:00:00,-104.9058233,39.7015735
4316,Monday,five-points,16:00:00,-104.9807882,39.7597164
4317,Tuesday,cheesman-park,20:00:00,-104.9717542,39.7360175
4318,Friday,barnum-west,23:59:00,-105.0532687,39.7133279
4319,Friday,fort-logan,23:59:00,-105.0438747,39.6536032
4320,Wednesday,stapleton,16:00:00,-104.8978201,39.7677766
4321,Tuesday,north-park-hill,20:00:00,-104.9317215,39.75468
4322,Monday,stapleton,20:00:00,-104.9008353,39.7525503
4323,Thursday,harvey-park-south,20:00:00,-105.04561499999998,39.6541508
4324,Friday,five-points,23:59:00,-104.9735815,39.7493403
4325,Friday,whittier,23:59:00,-104.9656135,39.7560797
4326,Tuesday,five-points,20:00:00,-104.9881032,39.755076
4327,Thursday,athmar-park,23:59:00,-105.0114285,39.7050163
4328,Friday,university,20:00:00,-104.9725283,39.6775296
4329,Saturday,sun-valley,20:00:00,-105.0251519,39.7380049
4330,Wednesday,city-park,20:00:00,-104.9479713,39.7434963
4331,Sunday,gateway-green-valley-ranch,20:00:00,-104.7986699,39.7974667
4332,Monday,marston,23:59:00,-105.0830755,39.6365053
4333,Friday,skyland,20:00:00,-104.9408008,39.7574853
4334,Friday,montbello,23:59:00,-104.84552,39.7810261
4335,Friday,stapleton,23:59:00,-104.8459966,39.7699928
4336,Saturday,mar-lee,23:59:00,-105.0410687,39.6965758
4337,Friday,virginia-village,23:59:00,-104.9397444,39.6889275
4338,Monday,northeast-park-hill,23:59:00,-104.9400545,39.7734316
4339,Monday,valverde,23:59:00,-105.0247476,39.7231541
4340,Tuesday,five-points,20:00:00,-104.9825143,39.7576596
4341,Tuesday,valverde,23:59:00,-105.0249309,39.7223367
4342,Wednesday,dia,20:00:00,-104.7120202,39.8373508
4343,Monday,west-highland,23:59:00,-105.0298368,39.758948
4344,Thursday,sloan-lake,23:59:00,-105.0255885,39.7491496
4345,Thursday,chaffee-park,20:00:00,-105.0247901,39.7877279
4346,Sunday,northeast-park-hill,23:59:00,-104.9094255,39.7638355
4347,Friday,villa-park,23:59:00,-105.031798,39.7331806
4348,Sunday,east-colfax,04:00:00,-104.893207,39.7397401
4349,Tuesday,whittier,20:00:00,-104.9707526,39.7594301
4350,Friday,berkeley,04:00:00,-105.0302694,39.7734747
4351,Wednesday,five-points,20:00:00,-104.9743561,39.7541781
4352,Sunday,mar-lee,23:59:00,-105.0257601,39.6890698
4353,Tuesday,cory-merrill,16:00:00,-104.9420703,39.6886778
4354,Tuesday,stapleton,20:00:00,-104.8918797,39.7841324
4355,Tuesday,sunnyside,20:00:00,-105.0249931,39.7719547
4356,Tuesday,cbd,20:00:00,-104.9927217,39.747445
4357,Sunday,cherry-creek,23:59:00,-104.9579296,39.7254183
4358,Wednesday,speer,20:00:00,-104.9760789,39.7173388
4359,Friday,west-colfax,20:00:00,-105.0297211,39.7401288
4360,Thursday,hampden,20:00:00,-104.9002793,39.6649445
4361,Thursday,gateway-green-valley-ranch,23:59:00,-104.8089592,39.7746815
4362,Friday,marston,04:00:00,-105.0855274,39.6175216
4363,Wednesday,platt-park,16:00:00,-104.9871494,39.6788105
4364,Wednesday,east-colfax,16:00:00,-104.8963867,39.7437921
4365,Wednesday,lowry-field,23:59:00,-104.8965045,39.718945
4366,Thursday,baker,20:00:00,-105.0079797,39.7229341
4367,Thursday,hampden-south,23:59:00,-104.9135445,39.6520203
4368,Sunday,highland,23:59:00,-105.024179,39.7603253
4369,Thursday,cole,16:00:00,-104.9634389,39.7669519
4370,Wednesday,college-view-south-platte,20:00:00,-105.0213457,39.6777687
4371,Wednesday,union-station,23:59:00,-105.0034058,39.7528466
4372,Wednesday,montclair,23:59:00,-104.9044546,39.7393117
4373,Sunday,hampden,04:00:00,-104.8823695,39.6536039
4374,Sunday,civic-center,23:59:00,-104.9874047,39.7304535
4375,Thursday,whittier,20:00:00,-104.9730001,39.7609226
4376,Wednesday,five-points,20:00:00,-104.9775385,39.7480841
4377,Friday,montbello,16:00:00,-104.8259803,39.7857036
4378,Tuesday,globeville,20:00:00,-104.995297,39.7691133
4379,Saturday,capitol-hill,20:00:00,-104.9872621,39.7339146
4380,Saturday,south-park-hill,23:59:00,-104.9101552,39.7405319
4381,Friday,overland,23:59:00,-104.9913147,39.6948036
4382,Thursday,mar-lee,20:00:00,-105.0250614,39.6967456
4383,Friday,harvey-park-south,20:00:00,-105.0298023,39.6569493
4384,Friday,five-points,16:00:00,-104.9896298,39.7525268
4385,Thursday,northeast-park-hill,23:59:00,-104.9039623,39.766696
4386,Thursday,chaffee-park,16:00:00,-105.0251218,39.7881328
4387,Thursday,hampden,23:59:00,-104.8733287,39.6534243
4388,Sunday,cbd,20:00:00,-104.989953,39.7423241
4389,Sunday,globeville,23:59:00,-104.9827283,39.779282
4390,Saturday,regis,20:00:00,-105.0404227,39.7892449
4391,Saturday,cole,23:59:00,-104.9730042,39.7622706
4392,Saturday,capitol-hill,16:00:00,-104.9797687,39.7398829
4393,Thursday,north-capitol-hill,16:00:00,-104.9808218,39.7402938
4394,Saturday,capitol-hill,20:00:00,-104.98232800000001,39.7400232
4395,Saturday,stapleton,20:00:00,-104.8917267,39.7701885
4396,Saturday,gateway-green-valley-ranch,16:00:00,-104.807833,39.7856916
4397,Monday,hale,23:59:00,-104.9392167,39.7398531
4398,Saturday,sun-valley,23:59:00,-105.0247932,39.7431865
4399,Wednesday,country-club,23:59:00,-104.9714365,39.7253397
4400,Friday,stapleton,20:00:00,-104.89794599999999,39.7696879
4401,Friday,highland,23:59:00,-105.0134847,39.7621511
4402,Saturday,washington-virginia-vale,23:59:00,-104.9204157,39.707221999999994
4403,Thursday,valverde,20:00:00,-105.0155668,39.7115233
4404,Sunday,speer,20:00:00,-104.9871904,39.7145436
4405,Monday,cheesman-park,20:00:00,-104.9692245,39.7385757
4406,Sunday,athmar-park,23:59:00,-105.0246922,39.7077171
4407,Sunday,washington-virginia-vale,20:00:00,-104.9082195,39.7002156
4408,Friday,north-capitol-hill,20:00:00,-104.9749662,39.7401471
4409,Tuesday,sunnyside,23:59:00,-105.0242124,39.7695577
4410,Thursday,gateway-green-valley-ranch,16:00:00,-104.8059542,39.7925135
4411,Tuesday,ruby-hill,23:59:00,-105.0244549,39.6944783
4412,Saturday,west-colfax,23:59:00,-105.0484631,39.7387033
4413,Wednesday,globeville,16:00:00,-104.9767816,39.7908955
4414,Tuesday,city-park,20:00:00,-104.9453517,39.7437777
4415,Tuesday,montbello,20:00:00,-104.8451743,39.7829897
4416,Tuesday,rosedale,20:00:00,-104.9808195,39.6704671
4417,Tuesday,cole,16:00:00,-104.9600982,39.7688501
4418,Wednesday,college-view-south-platte,20:00:00,-105.0246542,39.662433
4419,Thursday,athmar-park,23:59:00,-105.0244845,39.7110957
4420,Saturday,hale,16:00:00,-104.9387077,39.7399221
4421,Monday,north-capitol-hill,04:00:00,-104.9779178,39.7429906
4422,Sunday,east-colfax,23:59:00,-104.8870018,39.74015
4423,Saturday,marston,23:59:00,-105.0873693,39.6357408
4424,Saturday,civic-center,23:59:00,-104.9876489,39.7344983
4425,Tuesday,platt-park,20:00:00,-104.9866113,39.6872994
4426,Sunday,lincoln-park,23:59:00,-104.9991974,39.739042
4427,Sunday,sunnyside,20:00:00,-105.00218000000001,39.7697136
4428,Sunday,lincoln-park,20:00:00,-105.0011131,39.7396624
4429,Saturday,athmar-park,23:59:00,-105.0240305,39.6973207
4430,Monday,whittier,23:59:00,-104.973276,39.752603
4431,Monday,west-colfax,04:00:00,-105.03385700000001,39.7406175
4432,Monday,cbd,23:59:00,-104.9951534,39.7455914
4433,Thursday,washington-virginia-vale,16:00:00,-104.9054092,39.6980189
4434,Monday,montbello,20:00:00,-104.8478028,39.7831059
4435,Monday,university-park,20:00:00,-104.9412706,39.6770969
4436,Sunday,capitol-hill,20:00:00,-104.9751035,39.7398594
4437,Monday,barnum-west,20:00:00,-105.0527578,39.7243318
4438,Sunday,five-points,20:00:00,-104.9889162,39.7547968
4439,Saturday,montclair,23:59:00,-104.9072773,39.7259372
4440,Tuesday,villa-park,16:00:00,-105.0383527,39.7329155
4441,Tuesday,city-park-west,16:00:00,-104.9689816,39.7420145
4442,Monday,westwood,04:00:00,-105.0367709,39.7021649
4443,Wednesday,north-capitol-hill,16:00:00,-104.986553,39.7418975
4444,Wednesday,university-hills,20:00:00,-104.93914,39.6676318
4445,Wednesday,lincoln-park,20:00:00,-104.9905802,39.7289271
4446,Wednesday,capitol-hill,23:59:00,-104.9868864,39.7371469
4447,Wednesday,skyland,20:00:00,-104.9461535,39.7570851
4448,Sunday,union-station,20:00:00,-105.0021311,39.7550566
4449,Monday,east-colfax,23:59:00,-104.8916814,39.740155
4450,Monday,speer,16:00:00,-104.9871187,39.7170497
4451,Monday,five-points,23:59:00,-104.9893015,39.7541424
4452,Monday,union-station,23:59:00,-104.99463999999999,39.7506981
4453,Monday,gateway-green-valley-ranch,23:59:00,-104.7714685,39.7810716
4454,Monday,globeville,16:00:00,-104.9787009,39.7787729
4455,Friday,west-colfax,04:00:00,-105.0361377,39.7377357
4456,Saturday,west-colfax,20:00:00,-105.0272628,39.7424113
4457,Friday,cole,04:00:00,-104.9726822,39.7639382
4458,Saturday,five-points,20:00:00,-104.985479,39.7530523
4459,Friday,union-station,23:59:00,-104.9988119,39.7521737
4460,Saturday,fort-logan,16:00:00,-105.0438747,39.6536032
4461,Saturday,stapleton,23:59:00,-104.8484594,39.7718018
4462,Wednesday,montclair,20:00:00,-104.9173487,39.7375644
4463,Thursday,auraria,23:59:00,-105.0017986,39.7402747
4464,Sunday,westwood,20:00:00,-105.0316303,39.7108993
4465,Sunday,windsor,20:00:00,-104.8838842,39.7044145
4466,Sunday,montbello,20:00:00,-104.8482385,39.7760448
4467,Saturday,montbello,20:00:00,-104.84552,39.7810261
4468,Saturday,south-park-hill,23:59:00,-104.90377600000001,39.7413288
4469,Sunday,cbd,23:59:00,-104.9895826,39.7433767
4470,Tuesday,westwood,23:59:00,-105.0291918,39.7109142
4471,Friday,gateway-green-valley-ranch,23:59:00,-104.8042942,39.777984000000004
4472,Friday,west-highland,16:00:00,-105.0525283,39.7625366
4473,Friday,overland,16:00:00,-104.9894311,39.6875066
4474,Tuesday,northeast-park-hill,23:59:00,-104.9401825,39.7649851
4475,Thursday,sun-valley,23:59:00,-105.0181693,39.7326699
4476,Wednesday,civic-center,20:00:00,-104.987485,39.7398975
4477,Friday,washington-virginia-vale,23:59:00,-104.9022556,39.6940002
4478,Saturday,cbd,16:00:00,-104.9913077,39.7443148
4479,Friday,virginia-village,23:59:00,-104.9123252,39.6793223
4480,Sunday,rosedale,20:00:00,-104.9860403,39.6711324
4481,Sunday,mar-lee,16:00:00,-105.0441715,39.6888544
4482,Sunday,stapleton,20:00:00,-104.8996236,39.7686231
4483,Sunday,east-colfax,20:00:00,-104.9002108,39.7507215
4484,Monday,valverde,20:00:00,-105.022323,39.7116717
4485,Tuesday,barnum,16:00:00,-105.0300212,39.7197519
4486,Sunday,montclair,23:59:00,-104.903897,39.7270951
4487,Monday,cbd,20:00:00,-104.9922117,39.7451944
4488,Tuesday,lincoln-park,16:00:00,-104.9988979,39.7366661
4489,Tuesday,barnum-west,16:00:00,-105.0528185,39.712585
4490,Tuesday,washington-park-west,23:59:00,-104.9868906,39.7108114
4491,Tuesday,lincoln-park,04:00:00,-105.0011131,39.7396624
4492,Wednesday,baker,16:00:00,-104.9940663,39.7069881
4493,Tuesday,gateway-green-valley-ranch,23:59:00,-104.7431814,39.7820736
4494,Tuesday,congress-park,23:59:00,-104.9584627,39.7392487
4495,Monday,northeast-park-hill,20:00:00,-104.9222921,39.7638088
4496,Monday,five-points,23:59:00,-104.9828287,39.7512096
4497,Monday,cole,16:00:00,-104.9675212,39.7643378
4498,Sunday,west-colfax,04:00:00,-105.02986200000001,39.7403298
4499,Sunday,kennedy,16:00:00,-104.8616786,39.6582017
4500,Friday,washington-virginia-vale,20:00:00,-104.9054092,39.6980189
4501,Friday,union-station,16:00:00,-105.0021175,39.7509551
4502,Tuesday,sun-valley,23:59:00,-105.0183956,39.7401022
4503,Wednesday,south-park-hill,20:00:00,-104.9394049,39.7407847
4504,Saturday,athmar-park,20:00:00,-105.0246676,39.698232
4505,Friday,north-capitol-hill,23:59:00,-104.9872996,39.740454
4506,Wednesday,northeast-park-hill,20:00:00,-104.9199764,39.7741278
4507,Thursday,college-view-south-platte,04:00:00,-105.0246506,39.6624329
4508,Tuesday,rosedale,16:00:00,-104.9871671,39.6763946
4509,Sunday,athmar-park,20:00:00,-105.0166847,39.6983724
4510,Friday,capitol-hill,23:59:00,-104.9839937,39.7344933
4511,Friday,windsor,20:00:00,-104.9028118,39.6992137
4512,Thursday,washington-park-west,23:59:00,-104.9783056,39.7075864
4513,Friday,east-colfax,23:59:00,-104.9030045,39.7404821
4514,Wednesday,elyria-swansea,20:00:00,-104.9406667,39.7800862
4515,Sunday,goldsmith,23:59:00,-104.9127113,39.6739433
4516,Monday,washington-virginia-vale,20:00:00,-104.9022556,39.6940002
4517,Monday,west-colfax,20:00:00,-105.0372913,39.7401945
4518,Saturday,auraria,20:00:00,-105.0076439,39.7469703
4519,Sunday,highland,20:00:00,-105.0241665,39.7616457
4520,Sunday,valverde,23:59:00,-105.0235058,39.7128432
4521,Sunday,stapleton,16:00:00,-104.8883903,39.7835845
4522,Sunday,cheesman-park,23:59:00,-104.9715443,39.7350942
4523,Wednesday,virginia-village,16:00:00,-104.9391677,39.6855069
4524,Wednesday,sunnyside,16:00:00,-104.9982114,39.7729773
4525,Saturday,washington-virginia-vale,23:59:00,-104.9143563,39.696068
4526,Tuesday,cbd,04:00:00,-104.9913241,39.7445043
4527,Monday,cheesman-park,04:00:00,-104.9698545,39.7389629
4528,Tuesday,belcaro,23:59:00,-104.9399941,39.696827
4529,Saturday,washington-virginia-vale,23:59:00,-104.9073227,39.6948852
4530,Sunday,ruby-hill,23:59:00,-105.01916100000001,39.6901768
4531,Wednesday,city-park,16:00:00,-104.9591734,39.7434605
4532,Saturday,hampden,16:00:00,-104.8751324,39.6538814
4533,Tuesday,stapleton,20:00:00,-104.8926993,39.7811251
4534,Saturday,chaffee-park,20:00:00,-105.0057272,39.7842865
