,day_of_week,NEIGHBORHOOD_ID,TIME
89550,Saturday,highland,23:59:00
42872,Friday,baker,04:00:00
96371,Saturday,sloan-lake,23:59:00
113157,Thursday,college-view-south-platte,20:00:00
92184,Friday,globeville,20:00:00
89045,Monday,city-park-west,16:00:00
68626,Thursday,cheesman-park,20:00:00
8742,Monday,south-park-hill,08:00:00
21724,Thursday,cherry-creek,16:00:00
31234,Wednesday,montclair,12:00:00
116415,Friday,cherry-creek,20:00:00
99360,Sunday,virginia-village,16:00:00
11761,Friday,stapleton,08:00:00
51828,Sunday,university-park,04:00:00
146520,Friday,hampden-south,16:00:00
114617,Saturday,dia,16:00:00
53797,Monday,stapleton,12:00:00
133198,Saturday,five-points,20:00:00
76548,Wednesday,hampden,20:00:00
122758,Sunday,marston,20:00:00
74127,Saturday,stapleton,20:00:00
53680,Thursday,athmar-park,08:00:00
38653,Tuesday,montbello,04:00:00
73615,Wednesday,cory-merrill,16:00:00
94709,Sunday,sun-valley,16:00:00
129785,Tuesday,gateway-green-valley-ranch,23:59:00
139244,Wednesday,college-view-south-platte,20:00:00
143463,Saturday,virginia-village,23:59:00
129900,Sunday,cheesman-park,23:59:00
64116,Monday,college-view-south-platte,16:00:00
79038,Tuesday,platt-park,23:59:00
89665,Saturday,college-view-south-platte,23:59:00
103767,Monday,wellshire,23:59:00
52448,Friday,hampden-south,12:00:00
132785,Wednesday,college-view-south-platte,16:00:00
41835,Wednesday,cory-merrill,08:00:00
36438,Monday,bear-valley,16:00:00
122290,Sunday,windsor,20:00:00
122131,Thursday,cbd,20:00:00
62289,Wednesday,union-station,20:00:00
14176,Thursday,sloan-lake,04:00:00
144761,Monday,university-hills,04:00:00
12915,Saturday,barnum,08:00:00
19675,Thursday,hilltop,08:00:00
108381,Sunday,rosedale,20:00:00
28227,Monday,five-points,12:00:00
85969,Monday,platt-park,20:00:00
56943,Tuesday,five-points,20:00:00
131290,Sunday,congress-park,23:59:00
116969,Sunday,southmoor-park,20:00:00
14415,Friday,union-station,04:00:00
112613,Sunday,barnum,16:00:00
112634,Saturday,east-colfax,16:00:00
31292,Saturday,northeast-park-hill,04:00:00
45902,Wednesday,overland,12:00:00
